ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
22	27	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	657	1533	Cicadellidae	BGENL1617-24_r_1_s_50	Ribautiana tenerrima	0	BGENL1617-24
23	24	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	657	1533	Cicadellidae	BGENL1617-24_r_1_s_100	Ribautiana tenerrima	0	BGENL1617-24
20	22	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	657	1518	Cicadellidae	BGENL1617-24_r_1.3_s_50	Ribautiana tenerrima	0	BGENL1617-24
21	22	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	657	1518	Cicadellidae	BGENL1617-24_r_1.3_s_100	Ribautiana tenerrima	0	BGENL1617-24
7	8	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	657	1404	Cicadellidae	BGENL1617-24_r_1.5_s_50	Ribautiana tenerrima	0	BGENL1617-24
7	8	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	657	1404	Cicadellidae	BGENL1617-24_r_1.5_s_100	Ribautiana tenerrima	0	BGENL1617-24
23	32	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	656	1539	Cicadellidae	BGENL1618-24_r_1_s_50	Zygina tiliae	0	BGENL1618-24
24	24	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	656	1536	Cicadellidae	BGENL1618-24_r_1_s_100	Zygina tiliae	0	BGENL1618-24
24	25	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	656	1536	Cicadellidae	BGENL1618-24_r_1.3_s_50	Zygina tiliae	0	BGENL1618-24
27	27	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	656	1536	Cicadellidae	BGENL1618-24_r_1.3_s_100	Zygina tiliae	0	BGENL1618-24
7	7	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	656	1536	Cicadellidae	BGENL1618-24_r_1.5_s_50	Zygina tiliae	0	BGENL1618-24
7	7	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	656	1536	Cicadellidae	BGENL1618-24_r_1.5_s_100	Zygina tiliae	0	BGENL1618-24
54	78	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	633	1446	Veliidae,Gyrinidae,Curculionidae,Pteromalidae,Psychomyiidae	BGENL1620-24_r_1_s_50	Myndus musivus	1	BGENL1620-24
35	77	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	498	1128	Berytidae,Dytiscidae,Carabidae,Staphylinidae,Syrphidae,Tephritidae,Muscidae	BGENL1620-24_r_1_s_100	Myndus musivus	0	BGENL1620-24
24	26	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	548	1236	Miridae,Alydidae,Pyrrhocoridae,Meenoplidae,Dytiscidae,Carabidae,Staphylinidae,Cleridae,Sarcophagidae,Sialidae	BGENL1620-24_r_1.3_s_50	Myndus musivus	0	BGENL1620-24
24	30	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	309	744	Berytidae,Tephritidae,Muscidae,Tachinidae	BGENL1620-24_r_1.3_s_100	Myndus musivus	0	BGENL1620-24
17	18	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	396	1005	Cixiidae,Fulgoridae,Meenoplidae,Carabidae	BGENL1620-24_r_1.5_s_50	Myndus musivus	0	BGENL1620-24
17	19	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	146	594	Miridae,Berytidae,Pyrrhocoridae,Carabidae,Muscidae,Tachinidae	BGENL1620-24_r_1.5_s_100	Myndus musivus	1	BGENL1620-24
60	110	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	656	1533	Cixiidae,Dytiscidae,Carabidae,Gyrinidae,Haliplidae,Phalacridae,Cerambycidae,Culicidae,Simuliidae	BGENL1621-24_r_1_s_50	Cixius simplex	0	BGENL1621-24
66	100	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	656	1533	Panorpidae,Gracillariidae,Nymphalidae,Crambidae	BGENL1621-24_r_1_s_100	Cixius simplex	0	BGENL1621-24
22	30	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	656	1530	Delphacidae,Cixiidae	BGENL1621-24_r_1.3_s_50	Cixius simplex	0	BGENL1621-24
32	34	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	647	1422	Carabidae,Gyrinidae,Phalacridae	BGENL1621-24_r_1.3_s_100	Cixius simplex	0	BGENL1621-24
11	15	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	647	1461	Cixiidae,Staphylinidae,Crambidae	BGENL1621-24_r_1.5_s_50	Cixius simplex	0	BGENL1621-24
13	14	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cixiidae	BLAST	family	638	1353	Cixiidae	BGENL1621-24_r_1.5_s_100	Cixius simplex	0	BGENL1621-24
39	55	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Delphacidae	BLAST	family	486	1119	Philopteridae	BGENL1625-24_r_1_s_50	Kelisia punctulum	0	BGENL1625-24
42	53	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Delphacidae	BLAST	family	407	1023	Philopteridae	BGENL1625-24_r_1_s_100	Kelisia punctulum	0	BGENL1625-24
27	27	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Delphacidae	BLAST	family	272	480	Acrididae,Carabidae,Agromyzidae,Coniopterygidae	BGENL1625-24_r_1.3_s_50	Kelisia punctulum	0	BGENL1625-24
27	28	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Delphacidae	BLAST	family	273	480	Acrididae,Carabidae,Agromyzidae,Coniopterygidae	BGENL1625-24_r_1.3_s_100	Kelisia punctulum	0	BGENL1625-24
14	15	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Delphacidae	BLAST	family	122	147	Ephemerellidae,Apachyidae	BGENL1625-24_r_1.5_s_50	Kelisia punctulum	0	BGENL1625-24
14	15	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Delphacidae	BLAST	family	122	147	Ephemerellidae,Apachyidae	BGENL1625-24_r_1.5_s_100	Kelisia punctulum	0	BGENL1625-24
39	40	data/BGE00177_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Delphacidae	BLAST	family	657	1536	Delphacidae	BGENL1627-24_r_1_s_50	Paraliburnia clypealis	0	BGENL1627-24
