ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
29	32	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae,Muscidae	BGENL572-23_r_1_s_50	Eurina lurida	0	BGENL572-23
28	30	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	657	1536	Syrphidae,Chloropidae,Drosophilidae,Muscidae	BGENL572-23_r_1_s_100	Eurina lurida	0	BGENL572-23
25	28	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae,Muscidae	BGENL572-23_r_1.3_s_50	Eurina lurida	0	BGENL572-23
26	28	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	657	1536	Syrphidae,Chloropidae,Ephydridae,Muscidae	BGENL572-23_r_1.3_s_100	Eurina lurida	0	BGENL572-23
11	12	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	657	1536	Syrphidae,Chloropidae,Drosophilidae,Ephydridae	BGENL572-23_r_1.5_s_50	Eurina lurida	0	BGENL572-23
13	13	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	657	1536	Syrphidae,Chloropidae,Drosophilidae	BGENL572-23_r_1.5_s_100	Eurina lurida	0	BGENL572-23
15	82	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	563	1236	Agromyzidae,Anthomyiidae,Sarcophagidae	BGENL577-23_r_1_s_50	Neohaplegis tarsata	0	BGENL577-23
6	53	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	544	1059	Sarcophagidae	BGENL577-23_r_1_s_100	Neohaplegis tarsata	0	BGENL577-23
5	29	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	557	1200	Drosophilidae,Stratiomyidae	BGENL577-23_r_1.3_s_50	Neohaplegis tarsata	0	BGENL577-23
6	9	data/BGE00170_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chloropidae	BLAST	family	544	1002	Sarcophagidae	BGENL577-23_r_1.3_s_100	Neohaplegis tarsata	0	BGENL577-23
