ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
22	41	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	619	1419	Noctuidae,Papilionidae,Geometridae	BGSNL1242-24_r_1_s_50	Assara terebella	0	BGSNL1242-24
21	48	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	512	1188	Papilionidae,Pyralidae,Geometridae	BGSNL1242-24_r_1_s_100	Assara terebella	0	BGSNL1242-24
5	12	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	620	1353	Pyralidae,Crambidae	BGSNL1242-24_r_1.3_s_50	Assara terebella	0	BGSNL1242-24
5	13	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	512	1077	Pyralidae,Crambidae	BGSNL1242-24_r_1.3_s_100	Assara terebella	0	BGSNL1242-24
4	11	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	611	1344	Gelechiidae,Noctuidae,Lycaenidae,Riodinidae,Geometridae	BGSNL1242-24_r_1.5_s_50	Assara terebella	0	BGSNL1242-24
7	20	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	503	1068	Papilionidae,Pyralidae,Geometridae	BGSNL1242-24_r_1.5_s_100	Assara terebella	0	BGSNL1242-24
8	14	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	366	1167	Oecophoridae,Pyralidae,Hesperiidae,Geometridae	BGSNL1265-24_r_1_s_50	Epicrocis neftaella	0	BGSNL1265-24
0	3	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	352	954	Oecophoridae,Tortricidae,Immidae,Pyralidae,Geometridae,Uraniidae	BGSNL1265-24_r_1_s_100	Epicrocis neftaella	0	BGSNL1265-24
0	3	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	127	696	Oecophoridae,Pyralidae,Hesperiidae,Geometridae	BGSNL1265-24_r_1.3_s_50	Epicrocis neftaella	0	BGSNL1265-24
0	3	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	117	504	Immidae,Erebidae,Pyralidae,Geometridae,Uraniidae	BGSNL1265-24_r_1.3_s_100	Epicrocis neftaella	0	BGSNL1265-24
0	11	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	127	597	Sphaeriusidae,Bombycidae,Papilionidae,Nymphalidae,Crambidae	BGSNL1265-24_r_1.5_s_50	Epicrocis neftaella	0	BGSNL1265-24
0	11	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	114	402	Sphaeriusidae,Papilionidae,Nymphalidae,Crambidae	BGSNL1265-24_r_1.5_s_100	Epicrocis neftaella	0	BGSNL1265-24
27	33	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	551	1257	Depressariidae,Limacodidae,Pyralidae,Geometridae	BGSNL1267-24_r_1_s_50	Epicrocis neftaella	0	BGSNL1267-24
18	22	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	524	1137	Depressariidae,Limacodidae,Pyralidae,Geometridae	BGSNL1267-24_r_1_s_100	Epicrocis neftaella	0	BGSNL1267-24
0	2	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	216	912	Oecophoridae,Depressariidae,Limacodidae,Pyralidae,Geometridae	BGSNL1267-24_r_1.3_s_50	Epicrocis neftaella	0	BGSNL1267-24
0	0	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	216	882	Oecophoridae,Depressariidae,Limacodidae,Pyralidae,Geometridae	BGSNL1267-24_r_1.3_s_100	Epicrocis neftaella	0	BGSNL1267-24
0	0	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	481	732	Oecophoridae,Depressariidae,Limacodidae,Pyralidae,Geometridae	BGSNL1267-24_r_1.5_s_50	Epicrocis neftaella	1	BGSNL1267-24
0	0	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	500	702	Oecophoridae,Depressariidae,Limacodidae,Pyralidae,Geometridae	BGSNL1267-24_r_1.5_s_100	Epicrocis neftaella	1	BGSNL1267-24
11	31	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	649	1515	Argyresthiidae,Pyralidae,Crambidae	BGSNL1289-24_r_1_s_50	Euzophera umbrosella	0	BGSNL1289-24
19	41	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	650	1446	Gelechiidae,Saturniidae,Nymphalidae,Pyralidae,Crambidae	BGSNL1289-24_r_1_s_100	Euzophera umbrosella	0	BGSNL1289-24
14	28	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	578	1389	Tortricidae,Limacodidae,Pieridae,Pyralidae,Geometridae	BGSNL1289-24_r_1.3_s_50	Euzophera umbrosella	0	BGSNL1289-24
17	56	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	505	1278	Saturniidae,Pyralidae,Crambidae	BGSNL1289-24_r_1.3_s_100	Euzophera umbrosella	0	BGSNL1289-24
6	7	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	490	1218	Nymphalidae,Pyralidae,Crambidae	BGSNL1289-24_r_1.5_s_50	Euzophera umbrosella	0	BGSNL1289-24
6	7	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pyralidae	BLAST	family	487	1134	Zygaenidae,Saturniidae,Nymphalidae,Pyralidae,Crambidae	BGSNL1289-24_r_1.5_s_100	Euzophera umbrosella	0	BGSNL1289-24
0	0	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGE00306-NC not in BOLD	None	BLAST	family	51	363		BGE00306-NC_r_1_s_50	None	0	BGE00306-NC
0	0	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGE00306-NC not in BOLD	None	BLAST	family	51	327		BGE00306-NC_r_1_s_100	None	0	BGE00306-NC
0	0	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGE00306-NC not in BOLD	None	BLAST	family	51	201		BGE00306-NC_r_1.3_s_50	None	0	BGE00306-NC
0	0	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGE00306-NC not in BOLD	None	BLAST	family	51	135		BGE00306-NC_r_1.3_s_100	None	0	BGE00306-NC
0	0	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGE00306-NC not in BOLD	None	BLAST	family	6	30		BGE00306-NC_r_1.5_s_50	None	0	BGE00306-NC
None	0	data/BGE00306_MGE-BGE_r1_1.3_1.5_s50_100.fasta	BGE00306-NC not in BOLD	None	BLAST	family	None	0		BGE00306-NC_r_1.5_s_100	None	0	BGE00306-NC
