ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
3	8	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	654	1533	Coleophoridae,Limacodidae,Zygaenidae,Sphingidae,Erebidae,Papilionidae,Nymphalidae	BGSNL1996-24_r_1_s_50	Proterospastis merdella	0	BGSNL1996-24
10	15	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	654	1533	Hepialidae,Noctuidae,Erebidae,Nymphalidae	BGSNL1996-24_r_1_s_100	Proterospastis merdella	0	BGSNL1996-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	645	1524	Gelechiidae,Attevidae,Noctuidae,Erebidae,Nymphalidae,Crambidae	BGSNL1996-24_r_1.3_s_50	Proterospastis merdella	0	BGSNL1996-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	645	1404	Gelechiidae,Scythrididae,Attevidae,Noctuidae,Nymphalidae	BGSNL1996-24_r_1.3_s_100	Proterospastis merdella	0	BGSNL1996-24
1	1	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	594	1344	Gelechiidae,Attevidae,Noctuidae,Nymphalidae,Drepanidae	BGSNL1996-24_r_1.5_s_50	Proterospastis merdella	0	BGSNL1996-24
1	1	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	594	1299	Gelechiidae,Attevidae,Noctuidae,Nymphalidae,Drepanidae	BGSNL1996-24_r_1.5_s_100	Proterospastis merdella	0	BGSNL1996-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	654	1533	Nolidae,Erebidae,Lycaenidae,Geometridae	BGSNL1998-24_r_1_s_50	Proterospastis merdella	0	BGSNL1998-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	654	1533	Nolidae,Erebidae,Lycaenidae,Geometridae	BGSNL1998-24_r_1_s_100	Proterospastis merdella	0	BGSNL1998-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	636	1473	Gracillariidae,Noctuidae,Nolidae,Papilionidae,Nymphalidae,Geometridae	BGSNL1998-24_r_1.3_s_50	Proterospastis merdella	0	BGSNL1998-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	636	1455	Gracillariidae,Noctuidae,Nolidae,Papilionidae,Nymphalidae,Geometridae	BGSNL1998-24_r_1.3_s_100	Proterospastis merdella	0	BGSNL1998-24
2	2	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	609	1392	Dalceridae,Nymphalidae,Crambidae	BGSNL1998-24_r_1.5_s_50	Proterospastis merdella	0	BGSNL1998-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	582	1311	Dalceridae,Nymphalidae,Crambidae	BGSNL1998-24_r_1.5_s_100	Proterospastis merdella	0	BGSNL1998-24
0	10	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	651	1524	Tortricidae,Crambidae	BGSNL1999-24_r_1_s_50	Reisserita haasi	0	BGSNL1999-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	636	1509	Tortricidae	BGSNL1999-24_r_1_s_100	Reisserita haasi	0	BGSNL1999-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	651	1515	Depressariidae,Tortricidae,Crambidae,Geometridae	BGSNL1999-24_r_1.3_s_50	Reisserita haasi	0	BGSNL1999-24
0	0	data/BGE00314_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Tineidae	BLAST	family	636	1488	Depressariidae,Tortricidae,Crambidae	BGSNL1999-24_r_1.3_s_100	Reisserita haasi	0	BGSNL1999-24
