ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
26	56	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	656	1524	Ichneumonidae	BGLIB571-23_r_1_s_50	Polyblastus tener	0	BGLIB571-23
19	30	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	656	1458	Ichneumonidae	BGLIB571-23_r_1_s_100	Polyblastus tener	0	BGLIB571-23
14	18	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	620	1401	Ichneumonidae	BGLIB571-23_r_1.3_s_50	Polyblastus tener	0	BGLIB571-23
9	20	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	518	1188	Ichneumonidae	BGLIB571-23_r_1.3_s_100	Polyblastus tener	0	BGLIB571-23
14	21	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	590	1281	Ichneumonidae	BGLIB571-23_r_1.5_s_50	Polyblastus tener	0	BGLIB571-23
7	12	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	497	1041	Ichneumonidae	BGLIB571-23_r_1.5_s_100	Polyblastus tener	0	BGLIB571-23
22	44	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	655	1539	Ichneumonidae	BGLIB573-23_r_1_s_50	Plectiscidea amicalis	0	BGLIB573-23
28	56	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	655	1527	Ichneumonidae	BGLIB573-23_r_1_s_100	Plectiscidea amicalis	0	BGLIB573-23
12	29	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	571	1452	Ichneumonidae	BGLIB573-23_r_1.3_s_50	Plectiscidea amicalis	0	BGLIB573-23
14	26	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	571	1443	Ichneumonidae	BGLIB573-23_r_1.3_s_100	Plectiscidea amicalis	0	BGLIB573-23
7	21	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	571	1380	Ichneumonidae,Colletidae	BGLIB573-23_r_1.5_s_50	Plectiscidea amicalis	0	BGLIB573-23
11	18	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	571	1371	Ichneumonidae,Colletidae,Xiphydriidae	BGLIB573-23_r_1.5_s_100	Plectiscidea amicalis	0	BGLIB573-23
32	86	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	656	1485	Ichneumonidae,Lasiocampidae,Nymphalidae,Geometridae	BGLIB574-23_r_1_s_50	Polytribax pelinocheirus	0	BGLIB574-23
22	70	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	656	1485	Sphingidae,Papilionidae,Lycaenidae,Riodinidae	BGLIB574-23_r_1_s_100	Polytribax pelinocheirus	0	BGLIB574-23
8	36	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	650	1479	Ichneumonidae	BGLIB574-23_r_1.3_s_50	Polytribax pelinocheirus	0	BGLIB574-23
12	46	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	650	1479	Ichneumonidae	BGLIB574-23_r_1.3_s_100	Polytribax pelinocheirus	0	BGLIB574-23
2	15	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	564	1335	Ichneumonidae	BGLIB574-23_r_1.5_s_50	Polytribax pelinocheirus	0	BGLIB574-23
5	10	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	558	1329	Ichneumonidae	BGLIB574-23_r_1.5_s_100	Polytribax pelinocheirus	0	BGLIB574-23
26	65	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	656	1479	Ichneumonidae	BGLIB579-23_r_1_s_50	Odontocolon appendiculatum	0	BGLIB579-23
57	98	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	656	1419	Ichneumonidae	BGLIB579-23_r_1_s_100	Odontocolon appendiculatum	0	BGLIB579-23
19	59	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	633	1395	Ichneumonidae	BGLIB579-23_r_1.3_s_50	Odontocolon appendiculatum	0	BGLIB579-23
21	55	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	624	1383	Ichneumonidae	BGLIB579-23_r_1.3_s_100	Odontocolon appendiculatum	0	BGLIB579-23
17	37	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	534	1179	Ichneumonidae	BGLIB579-23_r_1.5_s_50	Odontocolon appendiculatum	0	BGLIB579-23
10	40	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	581	1071	Ichneumonidae	BGLIB579-23_r_1.5_s_100	Odontocolon appendiculatum	0	BGLIB579-23
31	60	data/BGE00407_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Ichneumonidae	BLAST	family	654	1524	Ichneumonidae	BGLIB584-23_r_1_s_50	Phygadeuon bidens	0	BGLIB584-23
