ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	275	600	Reduviidae	BGENL860-24_cns	Eupteryx rostrata	0
1	19	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	427	846		BGENL862-24_cns	Eupteryx thoulessi	0
31	31	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	383	801	Pseudophyllodromiidae,Pentatomidae,Cicadidae,Cicadellidae,Dytiscidae,Carabidae,Mydidae	BGENL863-24_cns	Edwardsiana crataegi	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	92	264	Aphididae,Cicadellidae,Noctuidae	BGENL865-24_cns	Aguriahana germari	0
3	10	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1407	Reduviidae,Halimococcidae,Culicidae,Syrphidae,Muscidae	BGENL868-24_cns	Paradorydium paradoxum	0
0	7	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	458	1239	Tettigoniidae,Acrididae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Vespidae,Tetracampidae	BGENL869-24_cns	Sardius argus	0
1	4	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	656	1479	Delphacidae	BGENL873-24_cns	Hyledelphax elegantulus	1
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Aphalaridae	BLAST	family	95	348		BGENL879-24_cns	Aphalara calthae	0
2	33	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Aphalaridae	BLAST	family	373	1023	Psyllidae,Aphalaridae,Liviidae	BGENL880-24_cns	Craspedolepta flavipennis	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	138	507	Miridae,Halimococcidae,Drosophilidae,Formicidae	BGENL885-24_cns	Trigonotylus psammaecolor	0
25	55	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Leptopodidae	BLAST	family	102	576	Blaberidae,Rhaphidophoridae,Reduviidae,Scutelleridae,Cicadellidae,Tephritidae	BGENL889-24_cns	Leptopus marmoratus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Oxycarenidae	BLAST	family	656	1515	Berytidae,Rhopalidae,Alydidae,Coreidae	BGENL891-24_cns	Metopoplax fuscinervis	0
0	6	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	110	528	Anthocoridae,Ichneumonidae,Notodontidae,Geometridae	BGENL893-24_cns	Reuteria marqueti	0
