ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
14	37	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	656	1545	Staphylinidae,Hydraenidae,Melyridae,Pyrochroidae,Scraptiidae,Chrysomelidae	UNIFI001-23_r_1_s_50	Microhoria fasciata	0	UNIFI001-23
31	56	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	638	1452	Staphylinidae,Silphidae,Hydraenidae,Nitidulidae,Pyrochroidae,Dryomyzidae	UNIFI001-23_r_1_s_100	Microhoria fasciata	0	UNIFI001-23
7	18	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	656	1518	Staphylinidae,Hydraenidae,Pyrochroidae,Anthicidae,Chrysomelidae,Nosodendridae	UNIFI001-23_r_1.3_s_50	Microhoria fasciata	0	UNIFI001-23
18	30	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	638	1371	Carabidae,Staphylinidae,Pyrochroidae	UNIFI001-23_r_1.3_s_100	Microhoria fasciata	0	UNIFI001-23
11	17	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	608	1422	Staphylinidae,Anthicidae	UNIFI001-23_r_1.5_s_50	Microhoria fasciata	0	UNIFI001-23
12	20	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	590	1323	Staphylinidae	UNIFI001-23_r_1.5_s_100	Microhoria fasciata	0	UNIFI001-23
7	31	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	657	1542	Staphylinidae,Hydraenidae,Chrysomelidae,Cerambycidae	UNIFI002-23_r_1_s_50	Microhoria raveli	0	UNIFI002-23
13	34	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	657	1527	Staphylinidae,Hydraenidae,Cleridae,Chrysomelidae	UNIFI002-23_r_1_s_100	Microhoria raveli	0	UNIFI002-23
6	19	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	657	1536	Staphylinidae,Hydraenidae,Cleridae,Chrysomelidae,Anthribidae	UNIFI002-23_r_1.3_s_50	Microhoria raveli	0	UNIFI002-23
11	55	data/BGE00422_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Anthicidae	BLAST	family	657	1521	Staphylinidae,Hydraenidae,Chrysomelidae,Anthribidae	UNIFI002-23_r_1.3_s_100	Microhoria raveli	0	UNIFI002-23
