ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
0	2	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	651	1518	Syrphidae,Hippoboscidae,Boreidae	BGENL001-23_r_1_s_50	Astomella hispaniae	0	BGENL001-23
0	0	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	651	1518	Syrphidae,Hippoboscidae	BGENL001-23_r_1_s_100	Astomella hispaniae	0	BGENL001-23
0	0	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	651	1485	Syrphidae,Hippoboscidae,Boreidae	BGENL001-23_r_1.3_s_50	Astomella hispaniae	0	BGENL001-23
0	0	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	651	1422	Syrphidae,Hippoboscidae,Argidae	BGENL001-23_r_1.3_s_100	Astomella hispaniae	0	BGENL001-23
0	0	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	555	1296	Staphylinidae,Syrphidae,Hippoboscidae,Boreidae	BGENL001-23_r_1.5_s_50	Astomella hispaniae	0	BGENL001-23
0	0	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	474	1182	Staphylinidae,Syrphidae,Hippoboscidae,Boreidae	BGENL001-23_r_1.5_s_100	Astomella hispaniae	0	BGENL001-23
8	28	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	657	1530	Muscidae,Anthomyiidae,Calliphoridae	BGENL002-23_r_1_s_50	Astomella hispaniae	0	BGENL002-23
10	47	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	657	1530	Muscidae,Anthomyiidae,Scathophagidae	BGENL002-23_r_1_s_100	Astomella hispaniae	0	BGENL002-23
8	18	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	639	1506	Muscidae,Anthomyiidae,Calliphoridae	BGENL002-23_r_1.3_s_50	Astomella hispaniae	0	BGENL002-23
7	22	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	639	1455	Anthomyiidae,Scathophagidae,Calliphoridae,Tachinidae	BGENL002-23_r_1.3_s_100	Astomella hispaniae	0	BGENL002-23
5	10	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	615	1392	Ephydridae,Anthomyiidae,Scathophagidae,Calliphoridae	BGENL002-23_r_1.5_s_50	Astomella hispaniae	0	BGENL002-23
5	11	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	615	1386	Ephydridae,Anthomyiidae,Scathophagidae,Calliphoridae	BGENL002-23_r_1.5_s_100	Astomella hispaniae	0	BGENL002-23
0	0	data/BGE00166_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Acroceridae	BLAST	family	651	1518	Syrphidae,Hippoboscidae,Boreidae	BGENL003-23_r_1_s_50	Astomella hispaniae	0	BGENL003-23
