ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
0	1	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	656	1569	Culicidae,Panorpidae	BGENL396-23_r_1_s_50	Chelidura aptera	0	BGENL396-23
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	656	1554	Culicidae,Panorpidae	BGENL396-23_r_1_s_100	Chelidura aptera	0	BGENL396-23
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	656	1560	Culicidae,Panorpidae	BGENL396-23_r_1.3_s_50	Chelidura aptera	0	BGENL396-23
0	0	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	656	1554	Culicidae,Panorpidae	BGENL396-23_r_1.3_s_100	Chelidura aptera	0	BGENL396-23
0	4	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	656	1545	Culicidae,Panorpidae	BGENL396-23_r_1.5_s_50	Chelidura aptera	0	BGENL396-23
0	3	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	656	1527	Culicidae,Panorpidae	BGENL396-23_r_1.5_s_100	Chelidura aptera	0	BGENL396-23
9	15	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	653	1542	Culicidae	BGENL397-23_r_1_s_50	Chelidura aptera	0	BGENL397-23
8	11	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	581	1365	Crambidae,Nevrorthidae	BGENL397-23_r_1_s_100	Chelidura aptera	0	BGENL397-23
2	5	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	653	1497	Culicidae	BGENL397-23_r_1.3_s_50	Chelidura aptera	0	BGENL397-23
8	11	data/BGE00173_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Forficulidae	BLAST	family	581	1266	Culicidae,Crambidae,Nevrorthidae	BGENL397-23_r_1.3_s_100	Chelidura aptera	0	BGENL397-23
