ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	657	1533	Saturniidae,Sphingidae,Erebidae,Pyralidae,Crambidae,Geometridae	BGSNL666-24_r_1_s_50	Calyciphora xanthodactyla	0	BGSNL666-24
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	657	1533	Saturniidae,Sphingidae,Erebidae,Pyralidae,Crambidae,Geometridae	BGSNL666-24_r_1_s_100	Calyciphora xanthodactyla	0	BGSNL666-24
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	657	1533	Saturniidae,Sphingidae,Erebidae,Pyralidae,Crambidae,Geometridae	BGSNL666-24_r_1.3_s_50	Calyciphora xanthodactyla	0	BGSNL666-24
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	657	1533	Saturniidae,Sphingidae,Erebidae,Pyralidae,Crambidae,Geometridae	BGSNL666-24_r_1.3_s_100	Calyciphora xanthodactyla	0	BGSNL666-24
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	657	1533	Saturniidae,Sphingidae,Erebidae,Pyralidae,Crambidae,Geometridae	BGSNL666-24_r_1.5_s_50	Calyciphora xanthodactyla	0	BGSNL666-24
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	657	1533	Saturniidae,Sphingidae,Erebidae,Pyralidae,Crambidae,Geometridae	BGSNL666-24_r_1.5_s_100	Calyciphora xanthodactyla	0	BGSNL666-24
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	656	1533	Noctuidae,Erebidae,Nymphalidae,Geometridae,Drepanidae	BGSNL667-24_r_1_s_50	Calyciphora xanthodactyla	0	BGSNL667-24
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	656	1533	Noctuidae,Erebidae,Nymphalidae,Geometridae,Drepanidae	BGSNL667-24_r_1_s_100	Calyciphora xanthodactyla	0	BGSNL667-24
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	656	1533	Noctuidae,Erebidae,Nymphalidae,Geometridae,Drepanidae	BGSNL667-24_r_1.3_s_50	Calyciphora xanthodactyla	0	BGSNL667-24
0	0	data/BGE00298_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Pterophoridae	BLAST	family	656	1533	Noctuidae,Erebidae,Nymphalidae,Geometridae,Drepanidae	BGSNL667-24_r_1.3_s_100	Calyciphora xanthodactyla	0	BGSNL667-24
