ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
12	52	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	653	1431	Depressariidae,Tortricidae,Noctuidae,Geometridae,Nepticulidae	BGSNL1529-24_r_1_s_50	Zygaena lavandulae izilanica	0	BGSNL1529-24
9	22	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	647	1398	Depressariidae,Tortricidae,Noctuidae,Geometridae,Nepticulidae	BGSNL1529-24_r_1_s_100	Zygaena lavandulae izilanica	0	BGSNL1529-24
0	21	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	533	1077	Depressariidae,Tortricidae,Noctuidae,Geometridae,Nepticulidae	BGSNL1529-24_r_1.3_s_50	Zygaena lavandulae izilanica	0	BGSNL1529-24
0	11	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	235	915	Depressariidae,Tortricidae,Noctuidae,Geometridae,Nepticulidae	BGSNL1529-24_r_1.3_s_100	Zygaena lavandulae izilanica	0	BGSNL1529-24
0	28	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	235	768	Depressariidae,Tortricidae,Noctuidae,Geometridae,Nepticulidae	BGSNL1529-24_r_1.5_s_50	Zygaena lavandulae izilanica	0	BGSNL1529-24
0	18	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	235	708	Depressariidae,Tortricidae,Noctuidae,Geometridae,Nepticulidae	BGSNL1529-24_r_1.5_s_100	Zygaena lavandulae izilanica	0	BGSNL1529-24
22	75	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	656	1533	Sphingidae,Crambidae,Geometridae	BGSNL1538-24_r_1_s_50	Zygaena mana chaos	0	BGSNL1538-24
1	33	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	656	1524	Tortricidae,Sphingidae,Noctuidae,Erebidae,Crambidae	BGSNL1538-24_r_1_s_100	Zygaena mana chaos	0	BGSNL1538-24
19	31	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	656	1497		BGSNL1538-24_r_1.3_s_50	Zygaena mana chaos	0	BGSNL1538-24
13	17	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	608	1332	Tortricidae,Sphingidae,Noctuidae,Crambidae,Geometridae,Nepticulidae	BGSNL1538-24_r_1.3_s_100	Zygaena mana chaos	0	BGSNL1538-24
2	3	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	629	1392		BGSNL1538-24_r_1.5_s_50	Zygaena mana chaos	0	BGSNL1538-24
0	0	data/BGE00309_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Zygaenidae	BLAST	family	560	1212	Noctuidae,Nymphalidae,Hesperiidae,Drepanidae	BGSNL1538-24_r_1.5_s_100	Zygaena mana chaos	0	BGSNL1538-24
