ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
9	25	data/BGE00422_MGE-BGE_r_1_s_100.fas	BGE00422-NC not in BOLD	None	BLAST	family	473	840		BGE00422-NC_cns	None	0
31	59	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	638	1452	Staphylinidae,Hydraenidae,Pyrochroidae	UNIFI001-23_cns	Microhoria fasciata	0
21	44	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	657	1527	Staphylinidae,Hydraenidae,Cleridae,Chrysomelidae	UNIFI002-23_cns	Microhoria raveli	0
23	69	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	656	1542	Staphylinidae,Hydraenidae,Pyrochroidae,Salpingidae,Sphaeriusidae	UNIFI003-23_cns	Microhoria raveli	0
14	34	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	600	1488	Staphylinidae,Tenebrionidae,Pyrochroidae,Anthicidae	UNIFI004-23_cns	Microhoria raveli	0
43	68	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	639	1452	Lampyridae,Tortricidae,Riodinidae,Geometridae	UNIFI007-23_cns	Microhoria terminata	0
0	43	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	285	681	Curculionidae,Bombyliidae,Dolichopodidae,Muscidae	UNIFI012-23_cns	Notoxus cavifrons	0
14	33	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	657	1527	Erotylidae,Pyrochroidae,Chrysomelidae,Cerambycidae	UNIFI013-23_cns	Notoxus cavifrons	0
38	77	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	657	1527	Staphylinidae,Hydraenidae,Pyrochroidae,Anthribidae	UNIFI014-23_cns	Notoxus cavifrons	0
20	38	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	654	1521	Silphidae,Anthicidae,Cerambycidae,Bothrideridae,Chironomidae	UNIFI017-23_cns	Omonadus bifasciatus	0
0	0	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	656	1533	Carabidae,Lucanidae,Tenebrionidae,Meloidae	UNIFI018-23_cns	Tomoderus dalmatinus	0
41	59	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	638	1479	Carabidae,Staphylinidae	UNIFI019-23_cns	Tomoderus dalmatinus	0
28	54	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	554	1269	Carabidae,Staphylinidae,Mycetophilidae,Culicidae,Muscidae	UNIFI020-23_cns	Tomoderus dalmatinus	0
14	25	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	656	1557	Dytiscidae,Hydraenidae,Tenebrionidae,Meloidae,Oedemeridae	UNIFI021-23_cns	Tomoderus italicus	0
0	0	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthicidae	BLAST	family	656	1539	Tenebrionidae,Meloidae,Oedemeridae	UNIFI022-23_cns	Tomoderus italicus	0
4	22	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthribidae	BLAST	family	165	633	Dytiscidae,Culicidae	UNIFI024-23_cns	Anthribus fasciatus	0
0	0	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthribidae	BLAST	family	657	1548	Staphylinidae,Hydraenidae,Scarabaeidae,Chrysomelidae,Cerambycidae	UNIFI025-23_cns	Anthribus fasciatus	0
0	3	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthribidae	BLAST	family	657	1545	Hydraenidae,Protocucujidae,Pyrochroidae,Chrysomelidae,Cerambycidae	UNIFI027-23_cns	Bruchela cana	0
16	60	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthribidae	BLAST	family	657	1506	Staphylinidae,Hydraenidae,Cryptophagidae,Nosodendridae	UNIFI028-23_cns	Bruchela pygmae	0
1	1	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthribidae	BLAST	family	657	1497	Staphylinidae,Hydraenidae,Scarabaeidae,Salpingidae,Chrysomelidae,Cerambycidae	UNIFI029-23_cns	Opanthribus tessellatus	0
0	0	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthribidae	BLAST	family	656	1545	Hydraenidae,Cleridae,Pyrochroidae,Chrysomelidae,Cerambycidae	UNIFI030-23_cns	Opanthribus tessellatus	0
24	53	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthribidae	BLAST	family	657	1527	Staphylinidae,Hydraenidae,Phalacridae,Pyrochroidae,Chrysomelidae,Nosodendridae	UNIFI033-23_cns	Phaenotherion fasciculatum	0
35	84	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Anthribidae	BLAST	family	657	1536	Dytiscidae,Silphidae,Hydraenidae,Scarabaeidae,Protocucujidae,Cryptophagidae,Oedemeridae,Scraptiidae,Chrysomelidae,Cerambycidae	UNIFI034-23_cns	Ulorhinus bilineatus	0
22	29	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Scarabaeidae	BLAST	family	656	1536	Hydraenidae,Scarabaeidae	UNIFI037-23_cns	Rhodaphodius foetens	0
23	41	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Scarabaeidae	BLAST	family	656	1536	Carabidae,Staphylinidae,Hydraenidae,Scarabaeidae	UNIFI038-23_cns	Rhodaphodius foetens	0
30	37	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Scarabaeidae	BLAST	family	630	1398	Carabidae,Staphylinidae,Scarabaeidae	UNIFI039-23_cns	Rhodaphodius foetens	0
0	0	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Brentidae	BLAST	family	657	1539	Cerambycidae,Apionidae	UNIFI040-23_cns	Eutrichapion punctigerum	0
0	0	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Brentidae	BLAST	family	657	1539	Apionidae	UNIFI041-23_cns	Exapion subparallelum	0
12	24	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Scarabaeidae	BLAST	family	657	1467	Staphylinidae,Hydraenidae,Scarabaeidae,Geotrupidae	UNIFI043-23_cns	Brindalus porcicollis	0
40	52	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Scarabaeidae	BLAST	family	560	1251	Rhaphidophoridae,Scarabaeidae	UNIFI044-23_cns	Brindalus porcicollis	0
16	28	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Scarabaeidae	BLAST	family	657	1533	Scarabaeidae	UNIFI046-23_cns	Euheptaulacus carinatus	0
11	26	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Scarabaeidae	BLAST	family	657	1533	Scarabaeidae	UNIFI047-23_cns	Euheptaulacus carinatus	0
3	15	data/BGE00422_MGE-BGE_r_1_s_100.fas	None	Scarabaeidae	BLAST	family	547	1383	Reduviidae,Staphylinidae,Anthicidae	UNIFI048-23_cns	Euheptaulacus carinatus	0
