ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
6	31	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	489	1098		BGENL2019-24_r_1_s_50	Macrosteles sordidipennis	0	BGENL2019-24
4	4	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	489	1092		BGENL2019-24_r_1_s_100	Macrosteles sordidipennis	0	BGENL2019-24
0	0	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	110	678		BGENL2019-24_r_1.3_s_50	Macrosteles sordidipennis	0	BGENL2019-24
0	0	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	107	555		BGENL2019-24_r_1.3_s_100	Macrosteles sordidipennis	0	BGENL2019-24
0	0	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	108	195		BGENL2019-24_r_1.5_s_50	Macrosteles sordidipennis	0	BGENL2019-24
0	0	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	107	108		BGENL2019-24_r_1.5_s_100	Macrosteles sordidipennis	0	BGENL2019-24
19	80	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	651	1518	Cicadellidae	BGENL2022-24_r_1_s_50	Balclutha nicolasi	0	BGENL2022-24
9	32	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	651	1458	Cicadellidae	BGENL2022-24_r_1_s_100	Balclutha nicolasi	0	BGENL2022-24
5	41	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	534	1347	Cicadellidae	BGENL2022-24_r_1.3_s_50	Balclutha nicolasi	1	BGENL2022-24
1	17	data/BGE00185_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	458	1056	Cicadellidae	BGENL2022-24_r_1.3_s_100	Balclutha nicolasi	0	BGENL2022-24
