ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
15	45	data/BGE00404_MGE_cox1_insect_universal.fas	None	Diprionidae	BLAST	family	655	1371	Tenthredinidae,Diprionidae,Cimbicidae	BGLIB381-23_cns	Gilpinia socia	0
29	51	data/BGE00404_MGE_cox1_insect_universal.fas	None	Halictidae	BLAST	family	368	840	Ichneumonidae,Nymphalidae	BGLIB383-23_cns	Lasioglossum convexiusculum	0
2	22	data/BGE00404_MGE_cox1_insect_universal.fas	None	Halictidae	BLAST	family	494	1134	Ichneumonidae,Cimbicidae	BGLIB384-23_cns	Lasioglossum convexiusculum	0
31	66	data/BGE00404_MGE_cox1_insect_universal.fas	None	Mutillidae	BLAST	family	652	1383	Enicocephalidae,Staphylinidae,Chloropidae,Muscidae,Calliphoridae,Geometridae,Drepanidae	BGLIB385-23_cns	Mutilla quinquemaculata	0
36	40	data/BGE00404_MGE_cox1_insect_universal.fas	None	Pompilidae	BLAST	family	588	1125	Braconidae,Ichneumonidae,Formicidae	BGLIB386-23_cns	Arachnospila nuda	0
22	58	data/BGE00404_MGE_cox1_insect_universal.fas	None	Pompilidae	BLAST	family	633	1326	Tettigoniidae,Acrididae,Psychodidae,Nycteribiidae,Vespidae,Tetracampidae,Pyralidae	BGLIB387-23_cns	Arachnospila nuda	0
36	72	data/BGE00404_MGE_cox1_insect_universal.fas	None	Pompilidae	BLAST	family	656	1368	Carabidae,Hydraenidae,Syrphidae,Apidae,Nymphalidae,Geometridae,Nymphidae	BGLIB389-23_cns	Cryptocheilus alternatus	0
23	76	data/BGE00404_MGE_cox1_insect_universal.fas	None	Pompilidae	BLAST	family	437	1170	Ichneumonidae,Chalcididae,Pamphiliidae,Papilionidae,Lycaenidae,Nymphalidae,Geometridae	BGLIB390-23_cns	Cryptocheilus alternatus	0
42	71	data/BGE00404_MGE_cox1_insect_universal.fas	None	Pompilidae	BLAST	family	548	1089	Tenthredinidae,Cimbicidae	BGLIB391-23_cns	Nanoclavelia leucoptera	0
38	96	data/BGE00404_MGE_cox1_insect_universal.fas	None	Pompilidae	BLAST	family	498	1167	Culicidae,Syrphidae,Braconidae,Gelechiidae,Lycaenidae	BGLIB392-23_cns	Nanoclavelia leucoptera	0
45	76	data/BGE00404_MGE_cox1_insect_universal.fas	None	Sphecidae	BLAST	family	650	1332	Syrphidae,Athericidae,Pyralidae,Crambidae	BGLIB397-23_cns	Podalonia luffi	0
28	40	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1395	Chrysomelidae,Nycteribiidae,Ichneumonidae,Pamphiliidae	BGLIB404-23_cns	Campoplex punctipleuris	0
27	64	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1410	Sphaeriusidae,Ichneumonidae	BGLIB421-23_cns	Cryptus immitis	0
23	28	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	656	1374	Ichneumonidae	BGLIB426-23_cns	Pristomerus orbitalis	0
23	23	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	596	1092	Reduviidae	BGLIB431-23_cns	Campoplex rufipes	0
39	65	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	655	1383	Ichneumonidae,Pamphiliidae,Gelechiidae	BGLIB435-23_cns	Cryptus inculcator	0
26	29	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	484	537	Agaonidae	BGLIB436-23_cns	Cryptus subspinosus	1
9	17	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	465	1134	Aphididae,Ichneumonidae	BGLIB440-23_cns	Exetastes atrator	0
19	34	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	633	1407	Ichneumonidae	BGLIB442-23_cns	Exetastes rufifemur	0
7	8	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	594	1323	Ichneumonidae	BGLIB443-23_cns	Ctenochira arcuata	0
42	42	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	499	927	Syrphidae,Ichneumonidae,Vespidae	BGLIB452-23_cns	Exetastes femorator	0
17	38	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	543	1143	Culicidae,Syrphidae,Muscidae,Tachinidae	BGLIB458-23_cns	Deuterolabops eupitheciae	0
16	19	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	655	1425	Ichneumonidae	BGLIB459-23_cns	Diadromus ustulatus	0
17	38	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	459	1104	Braconidae,Ichneumonidae,Formicidae	BGLIB460-23_cns	Diadromus ustulatus	0
12	21	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	656	1425	Ichneumonidae	BGLIB466-23_cns	Dusona nidulator	0
11	41	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	643	1323	Ichneumonidae,Lycaenidae	BGLIB469-23_cns	Glyptorhaestus punctulatus	0
0	16	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	557	1053	Reduviidae	BGLIB472-23_cns	Diphyus pedatus	0
