ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
37	79	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	654	1509	Braconidae	BGLIB666-24_r_1_s_50	Bracon abbreviator	0	BGLIB666-24
44	74	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	645	1458	Braconidae	BGLIB666-24_r_1_s_100	Bracon abbreviator	0	BGLIB666-24
12	12	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	631	1467	Braconidae	BGLIB666-24_r_1.3_s_50	Bracon abbreviator	0	BGLIB666-24
14	14	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	646	1452	Braconidae	BGLIB666-24_r_1.3_s_100	Bracon abbreviator	0	BGLIB666-24
3	3	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	532	1338	Braconidae	BGLIB666-24_r_1.5_s_50	Bracon abbreviator	0	BGLIB666-24
3	3	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	481	1263	Braconidae	BGLIB666-24_r_1.5_s_100	Bracon abbreviator	0	BGLIB666-24
34	93	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	655	1515	Braconidae,Ichneumonidae	BGLIB667-24_r_1_s_50	Bracon conjugellae	0	BGLIB667-24
17	65	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	625	1461	Braconidae,Ichneumonidae	BGLIB667-24_r_1_s_100	Bracon conjugellae	0	BGLIB667-24
14	19	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	652	1503	Braconidae,Ichneumonidae	BGLIB667-24_r_1.3_s_50	Bracon conjugellae	0	BGLIB667-24
15	23	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	625	1398	Braconidae,Ichneumonidae	BGLIB667-24_r_1.3_s_100	Bracon conjugellae	0	BGLIB667-24
8	12	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	520	1275	Braconidae,Ichneumonidae	BGLIB667-24_r_1.5_s_50	Bracon conjugellae	0	BGLIB667-24
7	16	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	493	1209	Braconidae,Ichneumonidae	BGLIB667-24_r_1.5_s_100	Bracon conjugellae	0	BGLIB667-24
35	103	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	654	1536	Tettigoniidae,Acrididae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Vespidae,Tetracampidae	BGLIB669-24_r_1_s_50	Bracon curticaudis	0	BGLIB669-24
12	66	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	638	1449	Tettigoniidae,Acrididae,Reduviidae,Curculionidae,Bostrichidae,Ptinidae,Vespidae	BGLIB669-24_r_1_s_100	Bracon curticaudis	0	BGLIB669-24
12	34	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	654	1527	Braconidae	BGLIB669-24_r_1.3_s_50	Bracon curticaudis	0	BGLIB669-24
5	10	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	636	1449	Acrididae,Cicadellidae,Syrphidae,Ephydridae,Braconidae,Ichneumonidae	BGLIB669-24_r_1.3_s_100	Bracon curticaudis	0	BGLIB669-24
6	10	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	567	1302	Culicidae,Syrphidae,Drosophilidae,Tephritidae	BGLIB669-24_r_1.5_s_50	Bracon curticaudis	0	BGLIB669-24
4	8	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	567	1248	Acrididae,Reduviidae,Braconidae	BGLIB669-24_r_1.5_s_100	Bracon curticaudis	0	BGLIB669-24
33	62	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	606	1377	Braconidae,Geometridae	BGLIB672-24_r_1_s_50	Bracon exarator	0	BGLIB672-24
28	47	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	537	1218	Braconidae,Geometridae	BGLIB672-24_r_1_s_100	Bracon exarator	0	BGLIB672-24
19	19	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	371	990	Braconidae	BGLIB672-24_r_1.3_s_50	Bracon exarator	0	BGLIB672-24
15	21	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	363	840	Braconidae	BGLIB672-24_r_1.3_s_100	Bracon exarator	0	BGLIB672-24
2	3	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	205	744	Culicidae,Braconidae	BGLIB672-24_r_1.5_s_50	Bracon exarator	0	BGLIB672-24
0	1	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	173	525	Culicidae,Braconidae,Ichneumonidae,Limacodidae,Erebidae,Nymphalidae,Pyralidae	BGLIB672-24_r_1.5_s_100	Bracon exarator	0	BGLIB672-24
15	28	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	433	1242	Carabidae,Helophoridae,Meloidae,Mydidae	BGLIB673-24_r_1_s_50	Bracon exhilarator	0	BGLIB673-24
9	18	data/BGE00408_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Braconidae	BLAST	family	330	972	Mydidae,Megalodontesidae,Coniopterygidae	BGLIB673-24_r_1_s_100	Bracon exhilarator	0	BGLIB673-24
