ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
26	87	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	657	1533	Cydnidae,Plataspidae,Scutelleridae	BGLIB1001-24_r_1_s_50	Eurygaster austriaca	0	BGLIB1001-24
15	76	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	644	1422	Scutelleridae,Culicidae,Muscidae	BGLIB1001-24_r_1_s_100	Eurygaster austriaca	0	BGLIB1001-24
2	24	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	657	1521	Pentatomidae,Scutelleridae	BGLIB1001-24_r_1.3_s_50	Eurygaster austriaca	0	BGLIB1001-24
1	18	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	606	1380	Anthocoridae,Pentatomidae,Tessaratomidae,Scutelleridae	BGLIB1001-24_r_1.3_s_100	Eurygaster austriaca	0	BGLIB1001-24
5	10	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	636	1488	Scutelleridae	BGLIB1001-24_r_1.5_s_50	Eurygaster austriaca	0	BGLIB1001-24
1	9	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	603	1332	Nabidae,Scutelleridae,Syrphidae,Drosophilidae	BGLIB1001-24_r_1.5_s_100	Eurygaster austriaca	0	BGLIB1001-24
70	90	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	655	1470	Nemouridae,Scutelleridae,Tineidae,Geometridae,Epermeniidae	BGLIB1002-24_r_1_s_50	Eurygaster austriaca	0	BGLIB1002-24
70	74	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	652	1302	Rhinotermitidae,Scutelleridae,Pleciidae	BGLIB1002-24_r_1_s_100	Eurygaster austriaca	0	BGLIB1002-24
32	39	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	599	1326	Scutelleridae,Dytiscidae,Carabidae,Cleridae,Anthribidae,Latridiidae,Coniopterygidae	BGLIB1002-24_r_1.3_s_50	Eurygaster austriaca	0	BGLIB1002-24
19	20	data/BGE00411_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scutelleridae	BLAST	family	480	801	Peltoperlidae,Scutelleridae,Psychodidae,Drosophilidae	BGLIB1002-24_r_1.3_s_100	Eurygaster austriaca	0	BGLIB1002-24
