ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
10	35	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	561	1428	Noctuidae,Nolidae,Erebidae	BHNHM111-24_r_1_s_50	Ocneria terebinthi	1	BHNHM111-24
0	11	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	270	1044	Noctuidae,Erebidae	BHNHM111-24_r_1_s_100	Ocneria terebinthi	0	BHNHM111-24
5	21	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	491	1254	Noctuidae,Nolidae,Erebidae	BHNHM111-24_r_1.3_s_50	Ocneria terebinthi	1	BHNHM111-24
0	11	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	270	1044	Noctuidae,Erebidae	BHNHM111-24_r_1.3_s_100	Ocneria terebinthi	0	BHNHM111-24
0	16	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	356	1104	Noctuidae,Nolidae,Erebidae	BHNHM111-24_r_1.5_s_50	Ocneria terebinthi	1	BHNHM111-24
0	11	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	197	954	Noctuidae,Nolidae,Erebidae	BHNHM111-24_r_1.5_s_100	Ocneria terebinthi	0	BHNHM111-24
20	42	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	578	1176	Noctuidae,Erebidae	BHNHM114-24_r_1_s_50	Pericyma albidentaria	6	BHNHM114-24
0	9	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	392	573	Noctuidae,Erebidae,Geometridae	BHNHM114-24_r_1_s_100	Pericyma albidentaria	0	BHNHM114-24
12	14	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	521	1005	Noctuidae,Erebidae	BHNHM114-24_r_1.3_s_50	Pericyma albidentaria	0	BHNHM114-24
5	5	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	392	573	Noctuidae,Erebidae,Geometridae	BHNHM114-24_r_1.3_s_100	Pericyma albidentaria	0	BHNHM114-24
8	9	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	507	891	Noctuidae,Erebidae	BHNHM114-24_r_1.5_s_50	Pericyma albidentaria	0	BHNHM114-24
5	5	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	392	477	Noctuidae,Erebidae,Geometridae	BHNHM114-24_r_1.5_s_100	Pericyma albidentaria	0	BHNHM114-24
8	17	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	654	1335	Erebidae	BHNHM118-24_r_1_s_50	Schrankia balneorum	1	BHNHM118-24
3	5	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	636	1236	Erebidae	BHNHM118-24_r_1_s_100	Schrankia balneorum	1	BHNHM118-24
3	9	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	654	1335	Erebidae	BHNHM118-24_r_1.3_s_50	Schrankia balneorum	1	BHNHM118-24
2	4	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	639	1239	Erebidae	BHNHM118-24_r_1.3_s_100	Schrankia balneorum	1	BHNHM118-24
4	10	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	654	1326	Erebidae	BHNHM118-24_r_1.5_s_50	Schrankia balneorum	1	BHNHM118-24
1	3	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	633	1194	Erebidae	BHNHM118-24_r_1.5_s_100	Schrankia balneorum	1	BHNHM118-24
1	5	data/BGE00147_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Erebidae	BLAST	family	474	1341	Noctuidae,Erebidae	BHNHM119-24_r_1_s_50	Zekelita antiqualis	0	BHNHM119-24
