ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
13	26	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	381	804	Reduviidae	BGENL860-24_r_1_s_50	Eupteryx rostrata	0	BGENL860-24
9	9	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	329	654	Reduviidae	BGENL860-24_r_1_s_100	Eupteryx rostrata	0	BGENL860-24
8	17	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	273	474	Reduviidae,Formicidae	BGENL860-24_r_1.3_s_50	Eupteryx rostrata	0	BGENL860-24
8	8	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	272	441	Reduviidae	BGENL860-24_r_1.3_s_100	Eupteryx rostrata	0	BGENL860-24
4	4	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	272	474	Reduviidae	BGENL860-24_r_1.5_s_50	Eupteryx rostrata	0	BGENL860-24
2	3	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	272	441	Reduviidae	BGENL860-24_r_1.5_s_100	Eupteryx rostrata	0	BGENL860-24
21	34	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	545	1146	Hymenopodidae,Tephritidae,Bethylidae,Nymphalidae,Rhyacophilidae,Myrmeleontidae	BGENL862-24_r_1_s_50	Eupteryx thoulessi	0	BGENL862-24
17	17	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	518	891	Hymenopodidae,Tephritidae,Bethylidae,Nymphalidae,Rhyacophilidae,Myrmeleontidae	BGENL862-24_r_1_s_100	Eupteryx thoulessi	0	BGENL862-24
14	32	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	434	801	Mantidae,Rhaphidophoridae,Cerambycidae,Bethylidae	BGENL862-24_r_1.3_s_50	Eupteryx thoulessi	0	BGENL862-24
12	12	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	413	591	Formicidae	BGENL862-24_r_1.3_s_100	Eupteryx thoulessi	0	BGENL862-24
4	8	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	286	564	Formicidae	BGENL862-24_r_1.5_s_50	Eupteryx thoulessi	0	BGENL862-24
4	4	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	272	444	Formicidae	BGENL862-24_r_1.5_s_100	Eupteryx thoulessi	0	BGENL862-24
25	50	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	429	1188	Cercopidae,Membracidae,Cicadellidae,Mycetophilidae,Chironomidae,Ceratopogonidae,Agromyzidae,Muscidae	BGENL863-24_r_1_s_50	Edwardsiana crataegi	0	BGENL863-24
20	21	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	353	771	Calopterygidae,Ceratopogonidae,Phoridae,Tachinidae	BGENL863-24_r_1_s_100	Edwardsiana crataegi	0	BGENL863-24
13	35	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	423	1071	Cicadellidae,Coccinellidae,Ceratopogonidae,Agromyzidae	BGENL863-24_r_1.3_s_50	Edwardsiana crataegi	0	BGENL863-24
12	30	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	341	684	Rhaphidophoridae,Aphrophoridae,Ceratopogonidae,Pediciidae,Phoridae,Sesiidae	BGENL863-24_r_1.3_s_100	Edwardsiana crataegi	0	BGENL863-24
11	20	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	431	1017	Cicadellidae,Coccinellidae,Culicidae,Agromyzidae	BGENL863-24_r_1.5_s_50	Edwardsiana crataegi	0	BGENL863-24
8	8	data/BGE00171_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cicadellidae	BLAST	family	341	639	Cicadidae,Membracidae,Cicadellidae,Panorpidae	BGENL863-24_r_1.5_s_100	Edwardsiana crataegi	0	BGENL863-24
