ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
9	13	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	655	1539	Crabronidae,Colletidae	BGENL2109-24_r_1_s_50	Dasypoda argentata	0	BGENL2109-24
2	2	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	655	1518	Crabronidae,Apidae,Halictidae,Colletidae	BGENL2109-24_r_1_s_100	Dasypoda argentata	0	BGENL2109-24
3	4	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	643	1527	Crabronidae,Apidae,Colletidae	BGENL2109-24_r_1.3_s_50	Dasypoda argentata	0	BGENL2109-24
4	4	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	644	1506	Crabronidae,Apidae,Colletidae	BGENL2109-24_r_1.3_s_100	Dasypoda argentata	0	BGENL2109-24
4	8	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	444	1248	Crabronidae,Apidae,Halictidae,Melittidae	BGENL2109-24_r_1.5_s_50	Dasypoda argentata	0	BGENL2109-24
4	4	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	443	1182	Crabronidae,Apidae,Halictidae,Melittidae	BGENL2109-24_r_1.5_s_100	Dasypoda argentata	0	BGENL2109-24
0	7	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	656	1539	Apidae,Halictidae,Megachilidae,Colletidae	BGENL2111-24_r_1_s_50	Dasypoda argentata	0	BGENL2111-24
0	0	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	656	1539	Apidae,Halictidae,Megachilidae,Colletidae	BGENL2111-24_r_1_s_100	Dasypoda argentata	0	BGENL2111-24
0	1	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	656	1539	Apidae,Halictidae,Megachilidae,Colletidae	BGENL2111-24_r_1.3_s_50	Dasypoda argentata	0	BGENL2111-24
0	0	data/BGE00186_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Melittidae	BLAST	family	656	1539	Apidae,Halictidae,Megachilidae,Colletidae	BGENL2111-24_r_1.3_s_100	Dasypoda argentata	0	BGENL2111-24
