ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	process_id
5	23	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Gomphidae	BLAST	family	354	882	Aeshnidae,Libellulidae,Gomphidae,Nymphalidae	BGLIB004-23_r_1_s_50	Stylurus flavipes	0	BGLIB004-23
4	22	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Gomphidae	BLAST	family	140	441	Noctuidae,Erebidae	BGLIB004-23_r_1_s_100	Stylurus flavipes	0	BGLIB004-23
5	23	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Gomphidae	BLAST	family	354	882	Aeshnidae,Libellulidae,Gomphidae,Nymphalidae	BGLIB004-23_r_1.3_s_50	Stylurus flavipes	0	BGLIB004-23
4	22	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Gomphidae	BLAST	family	140	441	Noctuidae,Erebidae	BGLIB004-23_r_1.3_s_100	Stylurus flavipes	0	BGLIB004-23
7	33	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Gomphidae	BLAST	family	309	684	Aeshnidae,Libellulidae,Gomphidae,Nymphalidae	BGLIB004-23_r_1.5_s_50	Stylurus flavipes	0	BGLIB004-23
22	22	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Gomphidae	BLAST	family	344	363	Noctuidae,Erebidae	BGLIB004-23_r_1.5_s_100	Stylurus flavipes	7	BGLIB004-23
7	18	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Nemouridae	BLAST	family	482	1092	Chloropidae	BGLIB007-23_r_1_s_50	Protonemura mattheyi	0	BGLIB007-23
6	24	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Nemouridae	BLAST	family	189	807	Culicidae,Tabanidae	BGLIB007-23_r_1_s_100	Protonemura mattheyi	0	BGLIB007-23
7	18	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Nemouridae	BLAST	family	482	1092	Chloropidae	BGLIB007-23_r_1.3_s_50	Protonemura mattheyi	0	BGLIB007-23
6	24	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Nemouridae	BLAST	family	189	807	Culicidae,Tabanidae	BGLIB007-23_r_1.3_s_100	Protonemura mattheyi	0	BGLIB007-23
6	12	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Nemouridae	BLAST	family	477	1086	Gryllidae,Drosophilidae,Tabanidae,Pieridae,Nymphalidae	BGLIB007-23_r_1.5_s_50	Protonemura mattheyi	0	BGLIB007-23
5	18	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Nemouridae	BLAST	family	190	807	Culicidae,Tabanidae	BGLIB007-23_r_1.5_s_100	Protonemura mattheyi	0	BGLIB007-23
3	9	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Taeniopterygidae	BLAST	family	121	714	Lestidae,Chloroperlidae	BGLIB009-23_r_1_s_50	Brachyptera helenica	1	BGLIB009-23
0	0	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Taeniopterygidae	BLAST	family	142	210	Lestidae	BGLIB009-23_r_1_s_100	Brachyptera helenica	0	BGLIB009-23
3	9	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Taeniopterygidae	BLAST	family	147	552	Lestidae,Carabidae,Saturniidae	BGLIB009-23_r_1.3_s_50	Brachyptera helenica	2	BGLIB009-23
0	0	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Taeniopterygidae	BLAST	family	142	210	Lestidae	BGLIB009-23_r_1.3_s_100	Brachyptera helenica	0	BGLIB009-23
3	9	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Taeniopterygidae	BLAST	family	148	429	Blaberidae,Capniidae,Leuctridae,Gripopterygidae,Dermestidae,Bombyliidae	BGLIB009-23_r_1.5_s_50	Brachyptera helenica	2	BGLIB009-23
0	0	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Taeniopterygidae	BLAST	family	101	129	Lestidae	BGLIB009-23_r_1.5_s_100	Brachyptera helenica	0	BGLIB009-23
49	87	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Perlidae	BLAST	family	594	1464	Culicidae,Cossidae,Saturniidae,Noctuidae,Erebidae,Crambidae	BGLIB010-23_r_1_s_50	Marthamea selysii	0	BGLIB010-23
27	55	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Perlidae	BLAST	family	492	1188	Cossidae,Crambidae	BGLIB010-23_r_1_s_100	Marthamea selysii	0	BGLIB010-23
17	39	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Perlidae	BLAST	family	594	1266	Culicidae,Noctuidae	BGLIB010-23_r_1.3_s_50	Marthamea selysii	0	BGLIB010-23
23	50	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Perlidae	BLAST	family	468	1011	Nolidae,Crambidae	BGLIB010-23_r_1.3_s_100	Marthamea selysii	0	BGLIB010-23
15	38	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Perlidae	BLAST	family	510	1107	Culicidae,Cossidae,Pieridae,Geometridae	BGLIB010-23_r_1.5_s_50	Marthamea selysii	0	BGLIB010-23
23	30	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Perlidae	BLAST	family	469	921	Nolidae,Crambidae	BGLIB010-23_r_1.5_s_100	Marthamea selysii	0	BGLIB010-23
0	0	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cossidae	BLAST	family	657	1530	Erebidae,Papilionidae,Pyralidae,Crambidae,Geometridae	BGLIB012-23_r_1_s_50	Dyspessa emilia	0	BGLIB012-23
0	0	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cossidae	BLAST	family	657	1530	Erebidae,Papilionidae,Pyralidae,Crambidae,Geometridae	BGLIB012-23_r_1_s_100	Dyspessa emilia	0	BGLIB012-23
0	0	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cossidae	BLAST	family	657	1530	Erebidae,Papilionidae,Pyralidae,Crambidae,Geometridae	BGLIB012-23_r_1.3_s_50	Dyspessa emilia	0	BGLIB012-23
0	0	data/BGE00401_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Cossidae	BLAST	family	657	1530	Erebidae,Papilionidae,Pyralidae,Crambidae,Geometridae	BGLIB012-23_r_1.3_s_100	Dyspessa emilia	0	BGLIB012-23
