ambig_basecount	ambig_full_basecount	cov_avg	cov_max	cov_min	dataset	error	genes	identification	identification_method	identification_rank	length	n_aligned	n_reads	nuc_basecount	nuc_full_basecount	obs_taxon	output_dir	protein_reference_file	r	run_name	s	samples_file	sequence_id	skipped_reads_low_rel_score	species	stop_codons
0	7	470.2837573385519	915.0	0.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	7556	23494514	651	1497	Staphylinidae,Syrphidae,Hippoboscidae,Boreidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL001-23_r_1.3_s_50	3681	Astomella hispaniae	0
4	15	14.227005870841488	28.0	0.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	273	672618	627	1503	Calliphoridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL002-23_r_1.3_s_50	52	Astomella hispaniae	0
0	7	346.7651663405088	701.0	0.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	5848	30824217	657	1488	Syrphidae,Hippoboscidae,Boreidae,Nymphalidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL003-23_r_1.3_s_50	3286	Astomella hispaniae	0
0	8	2377.46771037182	3789.0	4.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	36456	3763272	656	1533	Muscidae,Fanniidae,Oestridae,Tachinidae,Panorpidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL004-23_r_1.3_s_50	7218	Cyrtus gibbus	0
1	24	2.831702544031311	12.0	0.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	48	228144	388	1050	Hydrophilidae,Staphylinidae,Muscidae,Halictidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL005-23_r_1.3_s_50	35	Cyrtus gibbus	0
0	0	1048.2465753424658	1916.0	0.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	20270	8854925	656	1521	Pyrrhocoridae,Syrphidae,Drosophilidae,Tephritidae,Muscidae,Anthomyiidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL006-23_r_1.3_s_50	3951	Cyrtus gibbus	0
0	4	1249.252446183953	2088.0	0.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	19323	15398419	657	1530	Acroceridae,Streblidae,Muscidae,Anthomyiidae,Sarcophagidae,Tachinidae,Rhinophoridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL007-23_r_1.3_s_50	5035	Ogcodes zonatus	0
0	0	277.0489236790607	437.0	0.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	4486	8073163	657	1512	Acroceridae,Syrphidae,Drosophilidae,Muscidae,Anthomyiidae,Sarcophagidae,Tachinidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL008-23_r_1.3_s_50	1124	Ogcodes zonatus	0
10	52	3.6320939334637963	10.0	0.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	73	313984	453	1206	Syrphidae,Fergusoninidae,Tephritidae,Scathophagidae,Sarcophagidae,Tachinidae,Diprionidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL009-23_r_1.3_s_50	26	Ogcodes zonatus	0
0	3	66.60469667318982	135.0	4.0	data/mge_standard_r13s50_nocontam.fasta	None	['cox1']	Acroceridae	BLAST	family	1533	1449	1723753	657	1533	Acroceridae,Dolichopodidae,Chloropidae,Drosophilidae,Agromyzidae,Muscidae,Tachinidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-standard_pipeline_alt_params	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1.3]	mge_standard_r13s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	BGENL010-23_r_1.3_s_50	205	Acrocera orbiculus	0
