processid	family	species	identification	identification_rank	identification_method	nuc_basecount	nuc_full_basecount	ambig_basecount	ambig_full_basecount	stop_codons	error	fasta_file
BGENL856-24	Cicadellidae	Eupteryx filicum	None	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL857-24	Cicadellidae	Zygina nivea	None	family	BLAST	657	1440	2	2	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL858-24	Cicadellidae	Kybos populi	None	family	BLAST	657	1527	0	1	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL859-24	Cicadellidae	Eurhadina concinna	None	family	BLAST	656	1467	4	9	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL860-24	Cicadellidae	Eupteryx rostrata	None	family	BLAST	657	1527	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL861-24	Cicadellidae	Eupteryx stachydearum	None	family	BLAST	656	1500	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL862-24	Cicadellidae	Eupteryx thoulessi	None	family	BLAST	656	1527	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL863-24	Cicadellidae	Edwardsiana crataegi	None	family	BLAST	656	1527	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL864-24	Cicadellidae	Zygina roseipennis	None	family	BLAST	656	1527	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL865-24	Cicadellidae	Aguriahana germari	None	family	BLAST	657	1503	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL866-24	Cicadellidae	Frutioidia bisignata	None	family	BLAST	657	1467	5	5	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL867-24	Cicadellidae	Zyginidia pullula	None	family	BLAST	656	1527	0	2	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL868-24	Cicadellidae	Paradorydium paradoxum	None	family	BLAST	657	1527	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL869-24	Cicadellidae	Sardius argus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL870-24	Delphacidae	Eurysa lineata	None	family	BLAST	657	1512	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL871-24	Delphacidae	Laodelphax striatella	None	family	BLAST	656	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL872-24	Delphacidae	Kelisia guttula	None	family	BLAST	446	1062	0	5	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL873-24	Delphacidae	Hyledelphax elegantulus	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL874-24	Delphacidae	Ribautodelphax pungens	None	family	BLAST	657	1512	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL875-24	Aphalaridae	Agonoscena targionii	None	family	BLAST	657	1512	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL876-24	Liviidae	Strophingia ericae	None	family	BLAST	495	1203	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL877-24	Psyllidae	Psylla fusca	None	family	BLAST	489	1149	23	42	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL878-24	Psyllidae	Cacopsylla hippophaes	None	family	BLAST	656	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL879-24	Aphalaridae	Aphalara calthae	None	family	BLAST	656	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL880-24	Aphalaridae	Craspedolepta flavipennis	None	family	BLAST	656	1524	0	1	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL881-24	Psyllidae	Cacopsylla parvipennis	None	family	BLAST	656	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL882-24	Anthocoridae	Acompocoris pygmaeus	None	family	BLAST	656	1530	2	5	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL883-24	Saldidae	Chiloxanthus pilosus	None	family	BLAST	650	1500	0	5	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL884-24	Miridae	Lygocoris minor	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL885-24	Miridae	Trigonotylus psammaecolor	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL886-24	Miridae	Conostethus griseus	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL887-24	Saldidae	Chartoscirta cocksii	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL888-24	Anthocoridae	Acompocoris pygmaeus	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL889-24	Leptopodidae	Leptopus marmoratus	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL890-24	Rhyparochromidae	Lasiosomus enervis	None	family	BLAST	656	1521	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL891-24	Oxycarenidae	Metopoplax fuscinervis	None	family	BLAST	656	1521	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL892-24	Miridae	Capsodes sulcatus	None	family	BLAST	656	1521	1	2	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL893-24	Miridae	Reuteria marqueti	None	family	BLAST	656	1521	2	2	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL894-24	Pentatomidae	Dyroderes umbraculatus	None	family	BLAST	626	1392	3	14	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL895-24	Tettigometridae	Tettigometra laeta	None	family	BLAST	657	1494	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL896-24	Tettigometridae	Tettigometra leucophaea	None	family	BLAST	657	1512	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL897-24	Cicadellidae	Allygidius commutatus	None	family	BLAST	354	741	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL898-24	Cicadellidae	Allygus maculatus	None	family	BLAST	635	1437	6	21	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL899-24	Cicadellidae	Arboridia parvula	None	family	BLAST	657	1521	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL900-24	Cicadellidae	Cosmotettix panzeri	None	family	BLAST	635	1407	14	45	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL901-24	Cicadellidae	Deltocephalus maculiceps	None	family	BLAST	469	825	1	33	1	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL902-24	Cicadellidae	Dikraneura variata	None	family	BLAST	657	1500	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL903-24	Cicadellidae	Edwardsiana avellanae	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL904-24	Cicadellidae	Edwardsiana flavescens	None	family	BLAST	657	1500	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL905-24	Cicadellidae	Edwardsiana gratiosa	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL906-24	Cicadellidae	Edwardsiana platanicola	None	family	BLAST	656	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
