ambig_basecount	ambig_full_basecount	error	family	fasta_file	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	process_id	species	stop_codons
0	0	BGE00147-NC not in BOLD	None	data/BGE00147_MGE-BGE_r_1_s_100.fas	None	BLAST	None	95	282		BGE00147-NC	None	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1533	Erebidae	BHNHM096-24	Euclidia munita	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	492	870	Erebidae,Geometridae	BHNHM097-24	Euclidia munita	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	556	1404	Noctuidae,Erebidae	BHNHM098-24	Euclidia munita	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	656	1575	Noctuidae,Erebidae,Euteliidae	BHNHM099-24	Hypenodes pannonica	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1530	Noctuidae,Erebidae	BHNHM100-24	Euclidia triquetra	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1530	Noctuidae,Erebidae	BHNHM101-24	Euclidia triquetra	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1530	Noctuidae,Erebidae	BHNHM102-24	Euproctis kargalika	0
1	3	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	447	1230	Noctuidae,Nolidae,Erebidae	BHNHM103-24	Exophyla rectangularis	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1542	Noctuidae,Erebidae	BHNHM104-24	Hypena munitalis	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1548	Noctuidae,Erebidae	BHNHM105-24	Hypena munitalis	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	615	1491	Noctuidae,Erebidae	BHNHM106-24	Hypena palpalis	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	656	1575	Noctuidae,Erebidae	BHNHM107-24	Hypenodes anatolica	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1530	Noctuidae,Erebidae	BHNHM108-24	Lygephila lubrica	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1530	Noctuidae,Erebidae	BHNHM109-24	Lygephila lubrica	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1515	Noctuidae,Erebidae,Euteliidae	BHNHM110-24	Ocneria detrita	0
0	12	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	270	1044	Noctuidae,Erebidae	BHNHM111-24	Ocneria terebinthi	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	627	1434	Noctuidae,Erebidae,Euteliidae	BHNHM112-24	Ocneria terebinthi	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1548	Noctuidae,Erebidae	BHNHM113-24	Paidia cinerascens	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	392	663	Noctuidae,Erebidae,Geometridae	BHNHM114-24	Pericyma albidentaria	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1533	Noctuidae,Erebidae	BHNHM115-24	Pericyma albidentaria	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1533	Noctuidae,Erebidae	BHNHM116-24	Pericyma albidentaria	0
0	1	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	600	1467	Erebidae	BHNHM117-24	Phragmatobia placida	0
1	3	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	636	1236	Erebidae	BHNHM118-24	Schrankia balneorum	1
2	12	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	359	1194	Noctuidae	BHNHM119-24	Zekelita antiqualis	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1530	Erebidae	BHNHM120-24	Zekelita antiqualis	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	657	1536	Noctuidae,Erebidae,Euteliidae	BHNHM121-24	Zekelita antiqualis	0
0	0	None	Erebidae	data/BGE00147_MGE-BGE_r_1_s_100.fas	Erebidae	BLAST	None	627	1419	Noctuidae,Erebidae	BHNHM122-24	Zekelita ravalis	0
