ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/XE-4013_barcodes_out.part-10.fasta	HABFA590-20 not in BOLD	None	BLAST	family	654	660		HABFA590-20_r_1_s_100_HABFA590-20	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	HABFA626-20 not in BOLD	None	BLAST	family	654	661		HABFA626-20_r_1_s_50_HABFA626-20_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	HABFA648-20 not in BOLD	None	BLAST	family	654	661		HABFA648-20_r_1_s_100_HABFA648-20	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	HABFA655-20 not in BOLD	None	BLAST	family	646	661		HABFA655-20_r_1_s_50_HABFA655-20	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	HABFA736-20 not in BOLD	None	BLAST	family	655	661		HABFA736-20_r_1_s_50_HABFA736-20_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	HABFA746-20 not in BOLD	None	BLAST	family	652	658		HABFA746-20_r_1_s_100_HABFA746-20	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB007-13 not in BOLD	None	BLAST	family	653	661		POLNB007-13_r_1_s_100_POLNB007-13	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB078-13 not in BOLD	None	BLAST	family	654	661		POLNB078-13_r_1_s_100_POLNB078-13	None	0
6	6	data/XE-4013_barcodes_out.part-10.fasta	POLNB1070-14 not in BOLD	None	BLAST	family	655	661		POLNB1070-14_r_1_s_50_POLNB1070-14	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1174-14 not in BOLD	None	BLAST	family	656	661		POLNB1174-14_r_1_s_100_POLNB1174-14	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1335-14 not in BOLD	None	BLAST	family	654	660		POLNB1335-14_r_1_s_100_POLNB1335-14	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1425-14 not in BOLD	None	BLAST	family	655	661		POLNB1425-14_r_1_s_50_POLNB1425-14_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB148-13 not in BOLD	None	BLAST	family	654	661		POLNB148-13_r_1_s_100_POLNB148-13	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1531-15 not in BOLD	None	BLAST	family	639	661		POLNB1531-15_r_1_s_100_POLNB1531-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1580-15 not in BOLD	None	BLAST	family	655	661		POLNB1580-15_r_1_s_100_POLNB1580-15_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1581-15 not in BOLD	None	BLAST	family	654	661		POLNB1581-15_r_1_s_100_POLNB1581-15_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1583-15 not in BOLD	None	BLAST	family	262	300		POLNB1583-15_r_1_s_100_POLNB1583-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1592-15 not in BOLD	None	BLAST	family	588	592		POLNB1592-15_r_1_s_100_POLNB1592-15_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1615-15 not in BOLD	None	BLAST	family	359	372		POLNB1615-15_r_1_s_100_POLNB1615-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1644-15 not in BOLD	None	BLAST	family	639	661		POLNB1644-15_r_1_s_100_POLNB1644-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1699-15 not in BOLD	None	BLAST	family	639	661		POLNB1699-15_r_1_s_100_POLNB1699-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1822-15 not in BOLD	None	BLAST	family	461	468		POLNB1822-15_r_1_s_100_POLNB1822-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1855-15 not in BOLD	None	BLAST	family	559	586		POLNB1855-15_r_1_s_50_POLNB1855-15_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1867-15 not in BOLD	None	BLAST	family	648	661		POLNB1867-15_r_1_s_100_POLNB1867-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1868-15 not in BOLD	None	BLAST	family	656	661		POLNB1868-15_r_1_s_50_POLNB1868-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1871-15 not in BOLD	None	BLAST	family	654	661		POLNB1871-15_r_1_s_100_POLNB1871-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB1991-16 not in BOLD	None	BLAST	family	596	634		POLNB1991-16_r_1_s_100_POLNB1991-16	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB199-13 not in BOLD	None	BLAST	family	654	661		POLNB199-13_r_1.3_s_50_POLNB199-13_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2035-17 not in BOLD	None	BLAST	family	363	366		POLNB2035-17_r_1_s_50_POLNB2035-17_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2057-17 not in BOLD	None	BLAST	family	655	661		POLNB2057-17_r_1_s_50_POLNB2057-17	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2098-17 not in BOLD	None	BLAST	family	655	661		POLNB2098-17_r_1_s_100_POLNB2098-17	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2153-17 not in BOLD	None	BLAST	family	652	661		POLNB2153-17_r_1_s_100_POLNB2153-17_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2178-17 not in BOLD	None	BLAST	family	448	465		POLNB2178-17_r_1_s_100_POLNB2178-17	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2244-17 not in BOLD	None	BLAST	family	637	661		POLNB2244-17_r_1_s_100_POLNB2244-17_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2342-17 not in BOLD	None	BLAST	family	653	661		POLNB2342-17_r_1_s_100_POLNB2342-17	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2344-17 not in BOLD	None	BLAST	family	538	571		POLNB2344-17_r_1_s_100_POLNB2344-17	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2345-17 not in BOLD	None	BLAST	family	651	661		POLNB2345-17_r_1.3_s_50_POLNB2345-17_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2347-17 not in BOLD	None	BLAST	family	448	465		POLNB2347-17_r_1_s_100_POLNB2347-17_fastp	None	0
3	3	data/XE-4013_barcodes_out.part-10.fasta	POLNB2404-17 not in BOLD	None	BLAST	family	653	661		POLNB2404-17_r_1_s_100_POLNB2404-17	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2406-18 not in BOLD	None	BLAST	family	653	661		POLNB2406-18_r_1_s_100_POLNB2406-18	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2412-18 not in BOLD	None	BLAST	family	654	661		POLNB2412-18_r_1.3_s_50_POLNB2412-18_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2425-18 not in BOLD	None	BLAST	family	655	661		POLNB2425-18_r_1_s_100_POLNB2425-18	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2427-18 not in BOLD	None	BLAST	family	654	661		POLNB2427-18_r_1_s_50_POLNB2427-18_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2606-18 not in BOLD	None	BLAST	family	655	661		POLNB2606-18_r_1_s_50_POLNB2606-18_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2620-18 not in BOLD	None	BLAST	family	655	661		POLNB2620-18_r_1_s_50_POLNB2620-18	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2632-18 not in BOLD	None	BLAST	family	653	661		POLNB2632-18_r_1_s_50_POLNB2632-18	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB265-13 not in BOLD	None	BLAST	family	654	661		POLNB265-13_r_1_s_50_POLNB265-13	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2657-18 not in BOLD	None	BLAST	family	647	661		POLNB2657-18_r_1_s_50_POLNB2657-18	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2693-18 not in BOLD	None	BLAST	family	462	480		POLNB2693-18_r_1_s_100_POLNB2693-18_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2852-19 not in BOLD	None	BLAST	family	347	348		POLNB2852-19_r_1_s_50_POLNB2852-19_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2868-19 not in BOLD	None	BLAST	family	464	480		POLNB2868-19_r_1_s_50_POLNB2868-19	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2870-19 not in BOLD	None	BLAST	family	448	465		POLNB2870-19_r_1_s_100_POLNB2870-19	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2873-19 not in BOLD	None	BLAST	family	344	345		POLNB2873-19_r_1_s_100_POLNB2873-19	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2875-19 not in BOLD	None	BLAST	family	365	369		POLNB2875-19_r_1_s_50_POLNB2875-19	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB2879-19 not in BOLD	None	BLAST	family	448	468		POLNB2879-19_r_1_s_100_POLNB2879-19	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB350-13 not in BOLD	None	BLAST	family	655	661		POLNB350-13_r_1_s_50_POLNB350-13_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB498-13 not in BOLD	None	BLAST	family	655	661		POLNB498-13_r_1_s_100_POLNB498-13	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB688-14 not in BOLD	None	BLAST	family	653	661		POLNB688-14_r_1_s_50_POLNB688-14	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB739-14 not in BOLD	None	BLAST	family	656	661		POLNB739-14_r_1_s_50_POLNB739-14	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB744-14 not in BOLD	None	BLAST	family	655	661		POLNB744-14_r_1_s_100_POLNB744-14	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	POLNB916-14 not in BOLD	None	BLAST	family	656	661		POLNB916-14_r_1_s_100_POLNB916-14	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	PONOR021-13 not in BOLD	None	BLAST	family	466	471		PONOR021-13_r_1.3_s_50_PONOR021-13	None	0
3	3	data/XE-4013_barcodes_out.part-10.fasta	PONOR114-20 not in BOLD	None	BLAST	family	654	661		PONOR114-20_r_1_s_50_PONOR114-20	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	PONOR169-20 not in BOLD	None	BLAST	family	655	661		PONOR169-20_r_1_s_50_PONOR169-20	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	PONOR184-20 not in BOLD	None	BLAST	family	655	661		PONOR184-20_r_1_s_50_PONOR184-20	None	0
3	3	data/XE-4013_barcodes_out.part-10.fasta	PONOR185-20 not in BOLD	None	BLAST	family	450	453		PONOR185-20_r_1_s_50_PONOR185-20	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	PONOR231-20 not in BOLD	None	BLAST	family	276	313		PONOR231-20_r_1_s_100_PONOR231-20_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	PONOR255-20 not in BOLD	None	BLAST	family	584	586		PONOR255-20_r_1.3_s_50_PONOR255-20	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	PONOR274-20 not in BOLD	None	BLAST	family	497	601		PONOR274-20_r_1_s_100_PONOR274-20	None	0
3	3	data/XE-4013_barcodes_out.part-10.fasta	PONOR300-20 not in BOLD	None	BLAST	family	637	661		PONOR300-20_r_1_s_100_PONOR300-20	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	PONOR304-20 not in BOLD	None	BLAST	family	636	661		PONOR304-20_r_1_s_100_PONOR304-20_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	TODAH062-15 not in BOLD	None	BLAST	family	380	384		TODAH062-15_r_1.3_s_50_TODAH062-15_fastp	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	TODAH079-15 not in BOLD	None	BLAST	family	654	661		TODAH079-15_r_1_s_50_TODAH079-15	None	0
0	0	data/XE-4013_barcodes_out.part-10.fasta	TODAH080-15 not in BOLD	None	BLAST	family	655	661		TODAH080-15_r_1_s_50_TODAH080-15	None	16
