ambig_basecount	ambig_full_basecount	error	family	fasta_file	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	process_id	species	stop_codons
0	0	None	Cicadellidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Cicadellidae	BLAST	None	655	1533	Cicadellidae	BGENL1616-24	Ribautiana scalaris	0
0	0	None	Cicadellidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Cicadellidae	BLAST	None	657	1533	Cicadellidae	BGENL1617-24	Ribautiana tenerrima	0
1	1	None	Cicadellidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Cicadellidae	BLAST	None	656	1536	Cicadellidae	BGENL1618-24	Zygina tiliae	0
0	0	None	Cicadellidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Cicadellidae	BLAST	None	656	1539	Cicadellidae	BGENL1619-24	Zygina angusta	0
0	1	None	Cixiidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Cixiidae	BLAST	None	266	789	Pyrrhocoridae,Cixiidae,Carabidae,Drosophilidae,Sepsidae,Muscidae,Sarcophagidae,Tachinidae	BGENL1620-24	Myndus musivus	0
12	40	None	Cixiidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Cixiidae	BLAST	None	654	1533	Acrididae,Rhyparochromidae,Cixiidae	BGENL1621-24	Cixius simplex	0
0	0	None	Cixiidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Cixiidae	BLAST	None	655	1542	Cixiidae	BGENL1622-24	Cixius dubius	0
4	41	None	Cixiidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Cixiidae	BLAST	None	655	1533	Cixiidae	BGENL1623-24	Cixius stigmatus	0
0	0	None	Delphacidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Delphacidae	BLAST	None	656	1536	Alydidae,Delphacidae	BGENL1624-24	Kelisia guttula	0
0	0	None	Delphacidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Delphacidae	BLAST	None	104	612	Philopteridae	BGENL1625-24	Kelisia punctulum	0
0	0	None	Delphacidae	data/BGE00177_MGE-BGE_r_1_s_100.fas	Delphacidae	BLAST	None	654	1536	Delphacidae	BGENL1626-24	Paraliburnia adela	0
