ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/chiro_demux_barcode_out.fasta	None	Anthicidae	BLAST	family	359	387	Anthicidae	BSNHM1208-24_r_1_s_50_BSNHM1208-24_merge	Cyclodinus bicarinula	0
0	0	data/chiro_demux_barcode_out.fasta	None	Anthicidae	BLAST	family	634	661	Elateridae,Tenebrionidae,Anthicidae,Cerambycidae	BSNHM1387-24_r_1_s_50_BSNHM1387-24	Microhoria curticollis	0
0	0	data/chiro_demux_barcode_out.fasta	None	Anthicidae	BLAST	family	634	661	Anthicidae,Cerambycidae	BSNHM1194-24_r_1_s_50_BSNHM1194-24_merge	Anthicus quadrioculatus	0
3	3	data/chiro_demux_barcode_out.fasta	None	Chironomidae	BLAST	family	657	661	Chironomidae	BSNHM1235-24_r_1_s_50_BSNHM1235-24	Cricotopus laricomalis	0
0	0	data/chiro_demux_barcode_out.fasta	None	Oedemeridae	BLAST	family	651	661	Oedemeridae,Anthicidae	BSNHM632-24_r_1_s_50_BSNHM632-24	Stenostoma melitense	0
6	6	data/chiro_demux_barcode_out.fasta	None	Endromidae	BLAST	family	655	661	Endromidae,Erebidae	BSNHM576-24_r_1_s_50_BSNHM576-24	Endromis versicolora	0
0	0	data/chiro_demux_barcode_out.fasta	None	Geometridae	BLAST	family	656	661	Geometridae	BSNHM607-24_r_1.3_s_50_BSNHM607-24_merge	Eupithecia absinthiata	0
0	0	data/chiro_demux_barcode_out.fasta	None	Chironomidae	BLAST	family	657	661	Chironomidae	BSNHM1329-24_r_1_s_50_BSNHM1329-24_merge	Potthastia campestris	0
0	0	data/chiro_demux_barcode_out.fasta	None	Pieridae	BLAST	family	656	661	Pieridae	BSNHM583-24_r_1.5_s_50_BSNHM583-24_merge	Colias croceus	0
0	0	data/chiro_demux_barcode_out.fasta	None	Endromidae	BLAST	family	445	451	Endromidae,Erebidae	BSNHM580-24_r_1_s_50_BSNHM580-24	Endromis versicolora	0
0	0	data/chiro_demux_barcode_out.fasta	None	Xyloryctidae	BLAST	family	483	487	Xyloryctidae,Crambidae	BSNHM655-24_r_1.3_s_50_BSNHM655-24	Linoclostis longijuxta	0
0	0	data/chiro_demux_barcode_out.fasta	None	Anthicidae	BLAST	family	634	661	Anthicidae	BSNHM1215-24_r_1_s_50_BSNHM1215-24_merge	Cyclodinus	0
0	0	data/chiro_demux_barcode_out.fasta	None	Anthicidae	BLAST	family	305	306	Tenebrionidae,Anthicidae,Cerambycidae	BSNHM1388-24_r_1_s_50_BSNHM1388-24_merge	Microhoria	0
0	0	data/chiro_demux_barcode_out.fasta	None	Anthicidae	BLAST	family	634	661	Anthicidae	BSNHM1185-24_r_1_s_50_BSNHM1185-24_merge	Anthicus fuscicornis	0
0	0	data/chiro_demux_barcode_out.fasta	None	Xyloryctidae	BLAST	family	656	661	Xyloryctidae,Depressariidae	BSNHM652-24_r_1_s_50_BSNHM652-24_merge	Xyloryctidae	0
0	0	data/chiro_demux_barcode_out.fasta	None	Anthicidae	BLAST	family	634	661	Anthicidae	BSNHM1193-24_r_1.3_s_50_BSNHM1193-24	Anthicus quadridecoratus	0
0	0	data/chiro_demux_barcode_out.fasta	None	Anthicidae	BLAST	family	634	661	Anthicidae	BSNHM1177-24_r_1_s_50_BSNHM1177-24_merge	Anthicus axillaris	0
0	0	data/chiro_demux_barcode_out.fasta	None	Anthicidae	BLAST	family	634	661	Scarabaeidae,Anthicidae	BSNHM1206-24_r_1_s_50_BSNHM1206-24	Cordicomus gracilis	0
0	0	data/chiro_demux_barcode_out.fasta	None	Chrysomelidae	BLAST	family	631	661	Chrysomelidae	BSNHM630-24_r_1_s_50_BSNHM630-24_merge	Agelastica alni	0
