ambig_basecount	ambig_full_basecount	error	family	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	process_id	species	stop_codons	fasta_file
11	16	None	Geometridae	Geometridae	BLAST	family	657	1524	Tortricidae,Limacodidae	BGSNL476-23	Psodos canaliculata	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1494	Geometridae	BGSNL477-23	Psodos canaliculata	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1518	Geometridae	BGSNL478-23	Psodos canaliculata	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1518	Geometridae	BGSNL479-23	Psodos canaliculata	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1515	Geometridae	BGSNL480-23	Psodos canaliculata	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1527	Geometridae	BGSNL481-23	Psodos spitzi	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1488	Noctuidae,Geometridae	BGSNL482-23	Psodos spitzi	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	537	1332	Geometridae	BGSNL483-23	Psodos spitzi	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1518	Geometridae	BGSNL484-23	Rhoptria dolosaria	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1518	Geometridae	BGSNL485-23	Rhoptria dolosaria	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1518	Geometridae	BGSNL486-23	Rhoptria dolosaria	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1494	Geometridae	BGSNL487-23	Sciadia dolomitica	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	6	None	Geometridae	Geometridae	BLAST	family	657	1485	Geometridae	BGSNL488-23	Sciadia septaria	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1518	Geometridae	BGSNL489-23	Sciadia septaria	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1527	Geometridae	BGSNL490-23	Sciadia septaria	0	data/BGE00296_MGE_cox1_insect_universal.fas
0	3	None	Geometridae	Geometridae	BLAST	family	657	1518	Noctuidae,Geometridae	BGSNL491-23	Selidosema ambustaria	0	data/BGE00296_MGE_cox1_insect_universal.fas
