ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Limnephilidae	BLAST	family	634	661	Limnephilidae	BSNHM045-24_r_1.3_s_50_BSNHM045-24	Rhadicoleptus ucenorum	0
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Brachycentridae	BLAST	family	650	661	Brachycentridae	BSNHM062-24_r_1.5_s_100_BSNHM062-24_merge	Micrasema nigrum	0
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Hydropsychidae	BLAST	family	444	445	Hydropsychidae	BSNHM109-24_r_1_s_100_BSNHM109-24	Hydropsyche brevis	0
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Limnephilidae	BLAST	family	630	661	Limnephilidae	BSNHM021-24_r_1_s_50_BSNHM021-24	Potamophylax millenii	0
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Rhyacophilidae	BLAST	family	657	661	Rhyacophilidae	BSNHM048-24_r_1_s_50_BSNHM048-24	Rhyacophila trifasciata	0
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Heptageniidae	BLAST	family	642	661	Heptageniidae	BSNHM126-24_r_1_s_50_BSNHM126-24	Ecdyonurus forcipula	0
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Psychomyiidae	BLAST	family	657	661	Psychomyiidae	BSNHM011-24_r_1_s_50_BSNHM011-24	Tinodes cortensis	0
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Psychomyiidae	BLAST	family	657	661	Psychomyiidae	BSNHM136-24_r_1.3_s_50_BSNHM136-24	Psychomyia ctenophora	0
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Leptoceridae	BLAST	family	657	661	Leptoceridae	BSNHM078-24_r_1_s_50_BSNHM078-24	Athripsodes leucophaeus	0
0	0	data/BGE1_2_BSNHM_barcode_out.fasta	None	Limnephilidae	BLAST	family	634	661	Limnephilidae	BSNHM168-24_r_1_s_50_BSNHM168-24	Dicosmoecus palatus	0
