processid	family	species	identification	identification_rank	identification_method	nuc_basecount	nuc_full_basecount	ambig_basecount	ambig_full_basecount	stop_codons	error	fasta_file
BGENL476-23	Dolichopodidae	Sciapus nervosus	None	family	BLAST	656	1515	26	40	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL477-23	Dolichopodidae	Sciapus nervosus	None	family	BLAST	656	1446	0	0	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL478-23	Dolichopodidae	Sciapus nervosus	None	family	BLAST	657	1518	0	0	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL479-23	Dolichopodidae	Tachytrechus insignis	None	family	BLAST	657	1497	0	0	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL480-23	Dolichopodidae	Tachytrechus insignis	None	family	BLAST	657	1470	0	0	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL481-23	Dolichopodidae	Tachytrechus insignis	None	family	BLAST	483	747	14	35	1	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL482-23	Dolichopodidae	Thinophilus flavipalpis	None	family	BLAST	261	765	0	0	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL483-23	Dolichopodidae	Thinophilus flavipalpis	None	family	BLAST	199	459	0	7	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL484-23	Dolichopodidae	Thinophilus flavipalpis	None	family	BLAST	657	1527	0	0	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL485-23	Empididae	Hemerodromia unilineata	None	family	BLAST	657	1527	0	0	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL486-23	Empididae	Hemerodromia unilineata	None	family	BLAST	359	1080	0	4	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL487-23	Empididae	Hemerodromia unilineata	None	family	BLAST	638	1350	5	12	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL488-23	Empididae	Hilara aartseni	None	family	BLAST	206	660	0	8	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL489-23	Empididae	Hilara aartseni	None	family	BLAST	545	1224	6	36	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL490-23	Empididae	Hilara aartseni	None	family	BLAST	647	1467	2	3	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL491-23	Empididae	Hilara albitarsis	None	family	BLAST	656	1482	3	17	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL492-23	Empididae	Hilara albitarsis	None	family	BLAST	656	1497	0	1	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL493-23	Empididae	Hilara albitarsis	None	family	BLAST	656	1527	0	2	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
BGENL494-23	Empididae	Hilara anglodanica	None	family	BLAST	454	990	4	14	0	None	data/BGE00172_MGE_cox1_insect_universal.fas
