ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	BGE00297-NC not in BOLD	None	BLAST	family	197	624		BGE00297-NC_cns	None	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Adelidae	BLAST	family	657	1530	Papilionidae,Geometridae,Adelidae	BGSNL571-24_cns	Adela pantherella	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Adelidae	BLAST	family	657	1530	Palaeosetidae,Papilionidae,Riodinidae,Adelidae	BGSNL572-24_cns	Adela repetitella	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Adelidae	BLAST	family	657	1530	Palaeosetidae,Papilionidae,Riodinidae,Adelidae	BGSNL573-24_cns	Adela repetitella	0
4	81	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	552	1368	Limacodidae,Erebidae,Nymphalidae,Geometridae	BGSNL574-24_cns	Acanthophila alacella	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1533	Noctuidae,Crambidae,Geometridae	BGSNL575-24_cns	Acanthophila alacella	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1533	Noctuidae,Crambidae,Geometridae	BGSNL576-24_cns	Acanthophila alacella	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1530	Noctuidae,Crambidae	BGSNL577-24_cns	Acompsia minorella	0
20	45	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	314	879	Gelechiidae	BGSNL578-24_cns	Acompsia minorella	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1530	Nolidae,Crambidae	BGSNL579-24_cns	Acompsia minorella	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1530	Gelechiidae,Noctuidae,Pyralidae,Crambidae	BGSNL580-24_cns	Anacampsis hirsutella	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1530	Gelechiidae,Noctuidae,Pyralidae,Crambidae	BGSNL581-24_cns	Anacampsis hirsutella	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1530	Noctuidae,Pyralidae,Crambidae,Geometridae	BGSNL582-24_cns	Anacampsis hirsutella	0
0	7	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1524	Yponomeutidae,Noctuidae,Crambidae	BGSNL583-24_cns	Aristotelia brizelloidea	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1530	Gelechiidae,Oecophoridae,Crambidae,Geometridae	BGSNL584-24_cns	Athrips patochkai	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	657	1530	Gelechiidae,Oecophoridae,Crambidae,Geometridae	BGSNL585-24_cns	Athrips patochkai	0
0	0	data/BGE00297_MGE-BGE_r_1_s_100.fas	None	Gelechiidae	BLAST	family	223	792	Zygaenidae	BGSNL586-24_cns	Athrips patochkai	0
