ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	651	652	Neobisiidae	BSCRO1806-25_consensus0	Roncus	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	651	652	Neobisiidae	BSCRO1807-25_consensus0	Roncus	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	651	652	Neobisiidae	BSCRO1808-25_consensus0	Roncus	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1809-25_consensus1	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1810-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1811-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	1	632		BSCRO1811-25_consensus524	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1812-25_consensus1	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	1	629		BSCRO1812-25_consensus419	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	653	655	Neobisiidae	BSCRO1813-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	653	655	Neobisiidae	BSCRO1814-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	653	655	Neobisiidae	BSCRO1815-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1816-25_consensus0	Neobisium stygium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	652	654	Neobisiidae	BSCRO1817-25_consensus30	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	653	655	Neobisiidae	BSCRO1818-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	653	654	Neobisiidae	BSCRO1819-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1820-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1821-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1822-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	655	656	Neobisiidae	BSCRO1823-25_consensus0	Roncus orao	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1826-25_consensus0	Neobisium	0
0	0	data/BGE00506_nanopore.fasta	None	Neobisiidae	BLAST	family	654	655	Neobisiidae	BSCRO1827-25_consensus0	Neobisium	0
