ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1515	Cicadellidae	BGENL856-24_cns	Eupteryx filicum	0
0	5	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1413	Cicadellidae	BGENL857-24_cns	Zygina nivea	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1488	Cicadellidae	BGENL858-24_cns	Kybos populi	0
0	1	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1440	Cicadellidae	BGENL859-24_cns	Eurhadina concinna	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	275	600	Reduviidae	BGENL860-24_cns	Eupteryx rostrata	0
1	14	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	610	1353	Cicadellidae	BGENL861-24_cns	Eupteryx stachydearum	0
1	19	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	427	846		BGENL862-24_cns	Eupteryx thoulessi	0
31	31	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	383	801	Pseudophyllodromiidae,Pentatomidae,Cicadidae,Cicadellidae,Dytiscidae,Carabidae,Mydidae	BGENL863-24_cns	Edwardsiana crataegi	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1488	Cicadellidae	BGENL864-24_cns	Zygina roseipennis	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	92	264	Aphididae,Cicadellidae,Noctuidae	BGENL865-24_cns	Aguriahana germari	0
2	2	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	569	1167	Cicadellidae,Chrysomelidae,Cerambycidae,Gracillariidae,Prodoxidae	BGENL866-24_cns	Frutioidia bisignata	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1515	Cicadellidae	BGENL867-24_cns	Zyginidia pullula	0
3	10	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1407	Reduviidae,Halimococcidae,Culicidae,Syrphidae,Muscidae	BGENL868-24_cns	Paradorydium paradoxum	0
0	7	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	458	1239	Tettigoniidae,Acrididae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Vespidae,Tetracampidae	BGENL869-24_cns	Sardius argus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	656	1515	Delphacidae	BGENL870-24_cns	Eurysa lineata	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	656	1410	Delphacidae	BGENL871-24_cns	Laodelphax striatella	0
0	18	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	655	1386	Delphacidae,Cixiidae	BGENL872-24_cns	Kelisia guttula	0
1	4	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	656	1479	Delphacidae	BGENL873-24_cns	Hyledelphax elegantulus	1
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	656	1527	Delphacidae	BGENL874-24_cns	Ribautodelphax pungens	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Aphalaridae	BLAST	family	656	1437	Psyllidae,Triozidae,Phacopteronidae,Carsidaridae,Aphalaridae	BGENL875-24_cns	Agonoscena targionii	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Liviidae	BLAST	family	657	1437	Psyllidae,Triozidae,Calophyidae,Carsidaridae,Liviidae	BGENL876-24_cns	Strophingia ericae	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Psyllidae	BLAST	family	656	1425	Psyllidae	BGENL877-24_cns	Psylla fusca	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Psyllidae	BLAST	family	657	1422	Psyllidae	BGENL878-24_cns	Cacopsylla hippophaes	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Aphalaridae	BLAST	family	95	348		BGENL879-24_cns	Aphalara calthae	0
2	33	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Aphalaridae	BLAST	family	373	1023	Psyllidae,Aphalaridae,Liviidae	BGENL880-24_cns	Craspedolepta flavipennis	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Psyllidae	BLAST	family	657	1494	Psyllidae	BGENL881-24_cns	Cacopsylla parvipennis	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Anthocoridae	BLAST	family	656	1476	Anthocoridae	BGENL882-24_cns	Acompocoris pygmaeus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Saldidae	BLAST	family	657	1515	Notonectidae,Aphelocheiridae,Saldidae,Nabidae,Pentatomidae	BGENL883-24_cns	Chiloxanthus pilosus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	657	1527	Miridae,Braconidae	BGENL884-24_cns	Lygocoris minor	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	138	507	Miridae,Halimococcidae,Drosophilidae,Formicidae	BGENL885-24_cns	Trigonotylus psammaecolor	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	657	1527	Miridae	BGENL886-24_cns	Conostethus griseus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Saldidae	BLAST	family	657	1515	Notonectidae,Aphelocheiridae,Saldidae,Rhopalidae	BGENL887-24_cns	Chartoscirta cocksii	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Anthocoridae	BLAST	family	656	1515	Anthocoridae	BGENL888-24_cns	Acompocoris pygmaeus	0
25	55	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Leptopodidae	BLAST	family	102	576	Blaberidae,Rhaphidophoridae,Reduviidae,Scutelleridae,Cicadellidae,Tephritidae	BGENL889-24_cns	Leptopus marmoratus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Rhyparochromidae	BLAST	family	657	1524	Lygaeidae,Berytidae,Malcidae,Rhyparochromidae,Ninidae,Cymidae,Coreidae	BGENL890-24_cns	Lasiosomus enervis	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Oxycarenidae	BLAST	family	656	1515	Berytidae,Rhopalidae,Alydidae,Coreidae	BGENL891-24_cns	Metopoplax fuscinervis	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	656	1527	Miridae,Braconidae	BGENL892-24_cns	Capsodes sulcatus	0
0	6	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	110	528	Anthocoridae,Ichneumonidae,Notodontidae,Geometridae	BGENL893-24_cns	Reuteria marqueti	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Pentatomidae	BLAST	family	657	1524	Pentatomidae	BGENL894-24_cns	Dyroderes umbraculatus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Tettigometridae	BLAST	family	106	738	Dascillidae,Dermestidae,Corydalidae	BGENL895-24_cns	Tettigometra laeta	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Tettigometridae	BLAST	family	655	1512	Flatidae,Issidae,Tettigometridae,Achilidae,Caliscelidae,Ricaniidae	BGENL896-24_cns	Tettigometra leucophaea	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1515	Cicadellidae	BGENL897-24_cns	Allygidius commutatus	0
9	20	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1527	Cicadellidae	BGENL898-24_cns	Allygus maculatus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1527	Cicadellidae	BGENL899-24_cns	Arboridia parvula	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	1	96		BGENL900-24_cns	Cosmotettix panzeri	0
1	5	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	135	612	Miridae,Nymphalidae	BGENL901-24_cns	Deltocephalus maculiceps	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	655	1515	Cicadellidae	BGENL902-24_cns	Dikraneura variata	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1524	Cicadellidae	BGENL903-24_cns	Edwardsiana avellanae	0
10	29	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	655	1332	Cicadellidae	BGENL904-24_cns	Edwardsiana flavescens	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1383	Cicadellidae	BGENL905-24_cns	Edwardsiana gratiosa	0
