ambig_basecount	ambig_full_basecount	error	family	fasta_file	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	process_id	species	stop_codons
0	0	None	Blaberidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Blaberidae	BLAST	None	657	1515	Blaberidae	BGENL381-23	Phoetalia pallida	0
2	2	None	Blaberidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Blaberidae	BLAST	None	657	1440	Blaberidae	BGENL382-23	Rhyparobia maderae	0
0	1	None	Blaberidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Blaberidae	BLAST	None	657	1527	Blaberidae,Blattellidae	BGENL383-23	Rhyparobia maderae	0
4	9	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	656	1467	Blaberidae,Ectobiidae	BGENL384-23	Ectobius	0
0	0	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	657	1527	Blaberidae,Ectobiidae	BGENL385-23	Ectobius montanus	0
0	0	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	656	1500	Blaberidae,Ectobiidae,Pseudophyllodromiidae	BGENL386-23	Capraiellus panzeri	0
0	0	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	656	1527	Blaberidae,Ectobiidae	BGENL387-23	Capraiellus panzeri	0
0	0	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	656	1527	Blaberidae,Ectobiidae	BGENL388-23	Capraiellus panzeri	0
0	0	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	656	1527	Blaberidae,Ectobiidae	BGENL389-23	Capraiellus panzeri	0
0	0	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	657	1503	Blaberidae,Ectobiidae	BGENL390-23	Ectobiidae	0
5	5	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	657	1467	Blaberidae,Ectobiidae	BGENL391-23	Ectobiidae	0
0	2	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	656	1527	Blaberidae,Ectobiidae	BGENL392-23	Ectobiidae	0
0	0	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	657	1527	Ectobiidae,Blattellidae	BGENL393-23	Phyllodromica marginata	0
0	0	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	657	1515	Ectobiidae,Blattidae	BGENL394-23	Phyllodromica marginata	0
0	0	None	Ectobiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Ectobiidae	BLAST	None	657	1512	Blaberidae,Ectobiidae,Blattidae	BGENL395-23	Phyllodromica marginata	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	656	1524	Culicidae,Panorpidae	BGENL396-23	Chelidura aptera	0
0	5	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	446	1062	Carabidae,Erotylidae,Noctuidae,Nevrorthidae	BGENL397-23	Chelidura aptera	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1524	Forficulidae,Syrphidae,Rhagionidae	BGENL398-23	Chelidurella acanthopygia	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1512	Anisolabididae,Forficulidae,Culicidae	BGENL399-23	Apterygida albipennis	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1512	Anisolabididae,Forficulidae,Culicidae	BGENL400-23	Apterygida albipennis	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	495	1203	Calopterygidae,Anisolabididae,Notonemouridae,Chrysomelidae,Chironomidae,Simuliidae,Tortricidae,Endromidae,Geometridae	BGENL401-23	Apterygida albipennis	0
23	42	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	489	1149	Saldidae,Leiodidae,Elateridae,Chrysomelidae,Anthribidae,Simuliidae,Tephritidae	BGENL402-23	Apterygida albipennis	0
0	0	None	Anisolabididae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Anisolabididae	BLAST	None	656	1524	Anisolabididae,Dytiscidae,Haliplidae,Culicidae,Tipulidae,Muscidae	BGENL403-23	Euborellia annulipes	0
0	0	None	Anisolabididae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Anisolabididae	BLAST	None	656	1524	Anisolabididae,Dytiscidae,Haliplidae,Culicidae,Tipulidae,Muscidae	BGENL404-23	Euborellia annulipes	0
0	1	None	Anisolabididae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Anisolabididae	BLAST	None	656	1524	Anisolabididae,Dytiscidae,Haliplidae,Culicidae,Tipulidae,Muscidae	BGENL405-23	Euborellia annulipes	0
0	0	None	Anisolabididae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Anisolabididae	BLAST	None	656	1524	Anisolabididae,Dytiscidae,Haliplidae,Culicidae,Tipulidae,Muscidae	BGENL406-23	Euborellia annulipes	0
2	5	None	Corydiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Corydiidae	BLAST	None	656	1530	Blattidae,Cryptocercidae,Corydiidae	BGENL407-23	Polyphaga aegyptiaca	0
0	5	None	Corydiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Corydiidae	BLAST	None	650	1500	Blattellidae,Blattidae,Cryptocercidae,Kalotermitidae	BGENL408-23	Polyphaga aegyptiaca	0
0	0	None	Corydiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Corydiidae	BLAST	None	657	1524	Cryptocercidae,Kalotermitidae,Corydiidae,Bombyliidae	BGENL409-23	Heterogamodes ursina	0
0	0	None	Corydiidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Corydiidae	BLAST	None	657	1524	Blattidae,Cryptocercidae,Corydiidae,Bombyliidae	BGENL410-23	Heterogamodes ursina	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1524	Haplodiplatyidae,Culicidae	BGENL411-23	Pseudochelidura sinuata	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1524	Culicidae,Chironomidae,Syrphidae,Drosophilidae	BGENL412-23	Pseudochelidura sinuata	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1524	Haplodiplatyidae,Culicidae	BGENL413-23	Pseudochelidura sinuata	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1524	Haplodiplatyidae,Culicidae	BGENL414-23	Pseudochelidura sinuata	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	656	1521	Culicidae,Simuliidae	BGENL415-23	Forficula lurida	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	656	1521	Culicidae,Simuliidae	BGENL416-23	Forficula lurida	0
1	2	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	656	1521	Forficulidae,Dytiscidae,Culicidae,Simuliidae	BGENL417-23	Forficula lurida	0
2	2	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	656	1521	Gelechiidae,Xyloryctidae,Nymphalidae,Pyralidae	BGENL418-23	Forficula lurida	0
3	14	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	626	1392	Labiduridae,Forficulidae,Nemouridae,Panorpidae	BGENL419-23	Forficula lesnei	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1494	Anisolabididae,Forficulidae,Spongiphoridae,Dytiscidae,Chironomidae,Trichoceridae,Syrphidae,Sialidae	BGENL420-23	Forficula lesnei	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1512	Anisolabididae,Forficulidae,Spongiphoridae,Dytiscidae,Haliplidae,Culicidae,Chironomidae,Trichoceridae	BGENL421-23	Forficula lesnei	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	354	741	Baetidae,Isonychiidae,Forficulidae,Hydrophilidae,Tenebrionidae,Anthribidae,Scathophagidae	BGENL422-23	Forficula lesnei	0
6	21	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	635	1437	Forficulidae	BGENL423-23	Forficula decipiens	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1521	Labiduridae,Forficulidae,Haplodiplatyidae,Carabidae,Phoridae	BGENL424-23	Forficula decipiens	0
14	45	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	635	1407	Forficulidae	BGENL425-23	Forficula decipiens	0
1	33	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	469	825	Phoridae,Formicidae,Sphingidae,Geometridae	BGENL426-23	Forficula decipiens	1
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1500	Anisolabididae,Dytiscidae,Culicidae,Crambidae,Geometridae	BGENL427-23	Eulithinus analis	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1524	Forficulidae,Dytiscidae,Carabidae,Cleridae,Culicidae,Syrphidae,Inocelliidae	BGENL428-23	Eulithinus analis	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1500	Forficulidae,Dytiscidae,Carabidae,Cleridae,Culicidae,Syrphidae,Inocelliidae	BGENL429-23	Eulithinus analis	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1524	Forficulidae,Dytiscidae,Carabidae,Cleridae,Culicidae,Syrphidae,Inocelliidae	BGENL430-23	Eulithinus analis	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	656	1524	Culicidae,Panorpidae,Sialidae	BGENL431-23	Chelidura pyrenaica	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	656	1524	Culicidae,Panorpidae	BGENL432-23	Chelidura pyrenaica	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	656	1524	Culicidae,Panorpidae,Sialidae	BGENL433-23	Chelidura pyrenaica	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	656	1524	Culicidae,Drosophilidae,Nevrorthidae	BGENL434-23	Chelidura pyrenaica	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	381	684	Gryllidae,Carabidae,Silphidae,Cleridae,Culicidae	BGENL435-23	Chelidura mutica	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1497	Culicidae	BGENL436-23	Chelidura mutica	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	657	1452	Culicidae	BGENL437-23	Chelidura mutica	0
0	0	None	Forficulidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Forficulidae	BLAST	None	113	225	Forficulidae	BGENL438-23	Chelidura mutica	0
0	0	None	Psyllidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Psyllidae	BLAST	None	657	1452	Psyllidae	BGENL439-23	Cacopsylla parvipennis	0
0	0	None	Psyllidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Psyllidae	BLAST	None	657	1503	Psyllidae	BGENL440-23	Cacopsylla hippophaes	0
0	0	None	Psyllidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Psyllidae	BLAST	None	223	822	Psyllidae	BGENL441-23	Cacopsylla zetterstedti	0
0	0	None	Triozidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Triozidae	BLAST	None	657	1482	Psyllidae,Triozidae,Carsidaridae,Liviidae	BGENL442-23	Bactericera maura	0
0	0	None	Aphrophoridae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Aphrophoridae	BLAST	None	657	1515	Cercopidae,Aphrophoridae	BGENL443-23	Neophilaenus minor	0
None	0	Local BLAST failed for sequence ''	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	None	0		BGENL444-23	Acericerus vittifrons	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	657	1428	Cicadellidae	BGENL445-23	Penthimia nigra	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	657	1515	Cicadellidae	BGENL446-23	Artianus interstitialis	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	657	1515	Cicadellidae	BGENL447-23	Arocephalus longiceps	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	654	1515	Membracidae,Cicadellidae	BGENL448-23	Goniagnathus brevis	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	654	1515	Cicadellidae	BGENL449-23	Sardius argus	0
2	2	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	656	1419	Cicadellidae	BGENL450-23	Jassargus obtusivalvis	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	657	1515	Cicadellidae	BGENL451-23	Jassargus flori	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	657	1524	Forficulidae,Dytiscidae,Carabidae,Cleridae,Culicidae,Syrphidae,Inocelliidae	BGENL452-23	Diplocolenus orientalis	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	657	1515	Cicadellidae	BGENL453-23	Mocydiopsis attenuata	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	657	1515	Cicadellidae	BGENL454-23	Cicadula flori	0
0	0	None	Cicadellidae	data/BGE00173_MGE_cox1_insect_universal_swapped.fas	Cicadellidae	BLAST	None	656	1515	Cicadellidae	BGENL455-23	Sardius argus	0
