ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1431	Staphylinidae,Scarabaeidae,Lucanidae,Cleridae,Dermestidae	BGENL1000-24_cns	Chalcionellus decemstriatus	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1437	Carabidae,Staphylinidae,Hydraenidae	BGENL1001-24_cns	Halacritus punctum	0
0	2	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1497	Staphylinidae,Scarabaeidae,Drosophilidae,Oestridae	BGENL1002-24_cns	Hister quadrinotatus	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1527	Staphylinidae,Scarabaeidae,Drosophilidae,Oestridae	BGENL1003-24_cns	Hister quadrinotatus	0
13	15	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1365	Staphylinidae,Silphidae,Lucanidae,Buprestidae	BGENL1004-24_cns	Hister quadrinotatus	0
54	124	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	655	1413	Staphylinidae,Histeridae,Tenebrionidae,Dermestidae	BGENL1005-24_cns	Margarinotus ignobilis	0
13	31	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	596	1242	Rhaphidophoridae,Lycaenidae,Nymphalidae,Pyralidae,Crambidae	BGENL1006-24_cns	Margarinotus ignobilis	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	655	1425	Scarabaeidae,Elateridae,Tenebrionidae,Cerambycidae,Dermestidae	BGENL1007-24_cns	Margarinotus punctiventer	0
3	25	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	655	1386	Histeridae,Elateridae,Tenebrionidae	BGENL1008-24_cns	Margarinotus punctiventer	0
4	59	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	109	918	Acrididae,Nitidulidae,Curculionidae,Dermestidae,Bostrichidae,Ptinidae,Tetracampidae	BGENL1009-24_cns	Margarinotus punctiventer	0
0	24	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1377	Lucanidae,Elateridae,Dermestidae	BGENL1010-24_cns	Platysoma elongatum	0
0	3	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	657	1383	Staphylinidae,Silphidae,Histeridae,Scarabaeidae,Lucanidae	BGENL1011-24_cns	Platysoma elongatum	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	657	1524	Staphylinidae,Silphidae,Hydraenidae,Histeridae,Scarabaeidae,Muscidae	BGENL1012-24_cns	Platysoma elongatum	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1527	Hydrophilidae,Staphylinidae,Histeridae,Dermestidae	BGENL1013-24_cns	Saprinus politus	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	638	1356	Hydrophilidae,Histeridae,Elateridae	BGENL1014-24_cns	Saprinus politus	0
23	37	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1335	Cleridae,Melyridae,Scraptiidae,Cerambycidae,Dermestidae	BGENL1015-24_cns	Saprinus politus	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1524	Carabidae,Hydrophilidae,Staphylinidae,Hydraenidae,Cleridae,Tenebrionidae	BGENL1016-24_cns	Saprinus rugifer	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	656	1527	Carabidae,Hydrophilidae,Staphylinidae,Hydraenidae,Cleridae,Tenebrionidae	BGENL1017-24_cns	Saprinus rugifer	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	657	1527	Carabidae,Staphylinidae,Histeridae,Buprestidae,Dermestidae	BGENL1018-24_cns	Saprinus virescens	0
1	3	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	657	1497	Carabidae,Staphylinidae,Scarabaeidae,Lucanidae,Tachinidae	BGENL1019-24_cns	Saprinus virescens	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	353	531	Ceratopogonidae,Drosophilidae,Gasteruptiidae	BGENL1020-24_cns	Atholus praetermissus	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Histeridae	BLAST	family	348	912	Muscidae,Calliphoridae,Rhinophoridae	BGENL1021-24_cns	Atholus praetermissus	0
0	0	data/BGE00172_MGE_cox1_insect_universal_swapped.fas	None	Carabidae	BLAST	family	657	1527	Carabidae	BGENL1022-24_cns	Amara fusca	0
