ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	657	1545		BGENL1147-24_circular;11775-13319;-;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	212	252		BGENL1155-24_contig1;472-723;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	657	1542		BGENL1186-24_contig0;6732-8273;-;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	656	1545		BGENL1195-24_contig0;2316-3860;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	656	1542		BGENL1157-24_contig0;2362-3903;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	655	1545		BGENL1216-24_contig0;2328-3872;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	657	1542		BGENL1228-24_circular;11682-13223;-;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	657	1542		BGENL1189-24_circular;11678-13219;-;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	622	1440		BGENL1182-24_contig0;2-1441;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	656	1071		BGENL1205-24_contig3;15-1085;-;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	318	564		BGENL1205-24_contig1;2669-3232;-;cox1	None	4
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	655	1545		BGENL1204-24_contig0;2570-4114;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	657	1542		BGENL1217-24_contig0;10279-11820;-;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	451	492		BGENL1206-24_contig2;1536-2027;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	657	1542		BGENL1231-24_contig3;3356-4897;-;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	657	1542		BGENL1230-24_contig0;11924-13465;-;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	657	1542		BGENL1218-24_contig0;2075-3616;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	656	1545		BGENL1193-24_contig0;11873-13417;-;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	18	279		BGENL1198-24_contig0;3-281;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	229	231		BGENL1163-24_contig1;15-245;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	656	1542		BGENL1159-24_contig0;1621-3162;+;cox1	None	0
0	0	data/BGE00178_S2M_cox1.fasta	None	None	BLAST	None	657	1542		BGENL1188-24_contig0;11792-13333;-;cox1	None	0
