BSNHM166-24	524	Limnephilidae	Limnephilidae	Halesus tessellatus	[]	0	True
BSNHM124-24	657	Psychomyiidae, Ecnomidae, Polycentropodidae	Polycentropodidae	Polycentropus mortoni	[]	0	True
BSNHM101-24	657	Psychomyiidae	Rhyacophilidae	Rhyacophila meyeri	[]	0	False
BSNHM019-24	657	Leptoceridae	Leptoceridae	Oecetis struckii	[]	0	True
BSNHM118-24	199	Brachycentridae	Brachycentridae	Micrasema nigrum	[]	0	False
BSNHM186-24	209	Drosophilidae, Beraeidae, Carabidae, Corydalidae, Chloropidae, Syrphidae	Beraeidae	Beraea aureomarginata	[]	0	False
BSNHM140-24	656	Taeniopterygidae, Leuctridae, Elmidae	Leuctridae	Leuctra fraterna	[]	0	True
BSNHM142-24	274	Nolidae, Elachistidae, Hydroptilidae, Euteliidae, Tineidae, Noctuidae, Sphingidae	Hydroptilidae	Hydroptila uncinata	[9, 20, 58]	0	False
BSNHM047-24	657	Psychomyiidae	Psychomyiidae	Tinodes maroccanus	[]	0	True
BSNHM150-24	656	Heptageniidae	Heptageniidae	Epeorus torrentium	[]	0	True
BSNHM087-24	657	Hydropsychidae	Hydropsychidae	Diplectrona magna	[]	0	True
BSNHM008-24	120	Limnephilidae	Limnephilidae	Annitella pyrenaea	[]	0	False
BSNHM110-24	657	Leptoceridae	Leptoceridae	Adicella syriaca	[]	0	True
BSNHM068-24	1	Limnephilidae	Limnephilidae	Colpotaulius incisus	[]	0	False
BSNHM068-24	346	Limnephilidae	Limnephilidae	Colpotaulius incisus	[]	0	False
BSNHM073-24	360	Goeridae	Goeridae	Silo graellsii	[]	0	False
BSNHM088-24	657	Hydroptilidae, Nymphalidae	Hydroptilidae	Hydroptila uncinata	[]	0	True
BSNHM131-24	361	Limnephilidae	Limnephilidae	Drusus destitutus	[]	0	False
BSNHM108-24	656	Noctuidae, Rhyacophilidae, Muscidae	Rhyacophilidae	Rhyacophila hartigi	[]	0	True
BSNHM168-24	221	Limnephilidae	Limnephilidae	Dicosmoecus palatus	[35, 60]	0	False
BSNHM057-24	365	Philopotamidae	Philopotamidae	Philopotamus achemenus	[]	0	False
BSNHM065-24	483	Staphylinidae	Hydroptilidae	Stactobia caspersi	[46, 68, 75, 87, 94, 105, 115, 117]	0	False
BSNHM091-24	124	Limnephilidae	Limnephilidae	Annitella chomiacensis	[]	0	False
BSNHM091-24	203	Limnephilidae, Phryganeidae	Limnephilidae	Annitella chomiacensis	[]	0	False
BSNHM054-24	656	Leptoceridae	Leptoceridae	Athripsodes fulvoguttatus	[]	0	True
BSNHM177-24	117	Limnephilidae	Limnephilidae	Colpotaulius incisus	[]	0	False
BSNHM143-24	237	Limnephilidae	Limnephilidae	Drusus destitutus	[]	0	False
BSNHM017-24	657	Lycaenidae, Hydroptilidae, Nymphalidae	Hydroptilidae	Oxyethira spinosella	[]	0	True
BSNHM155-24	245	Limnephilidae	Limnephilidae	Halesus tessellatus	[]	0	False
BSNHM027-24	657	Rhinophoridae, Hepialidae, Glossosomatidae, Noctuidae, Palaeosetidae	Glossosomatidae	Glossosoma capitatum	[]	0	True
BSNHM034-24	294	Polycentropodidae	Polycentropodidae	Plectrocnemia praestans	[]	0	False
BSNHM176-24	656	Nymphalidae, Hydroptilidae, Pieridae, Lycaenidae, Anaplasmataceae	Hydroptilidae	Stactobia mclachlani	[]	0	True
BSNHM082-24	657	Psychomyiidae	Psychomyiidae	Tinodes algiricus	[]	0	True
BSNHM056-24	35	Limnephilidae	Limnephilidae	Halesus tessellatus	[]	0	False
BSNHM024-24	206	Rhyacophilidae	Rhyacophilidae	Rhyacophila rougemonti	[]	0	False
BSNHM032-24	408	Limnephilidae	Limnephilidae	Drusus destitutus	[]	0	False
BSNHM098-24	657	Lycaenidae, Nymphalidae, Crambidae	Hydroptilidae	Stactobia eatoniella	[]	0	False
BSNHM115-24	654	Potamanthidae, Isonychiidae, Heptageniidae, Leptophlebiidae, Ephemeridae	Leptophlebiidae	Thraulus bellus	[]	0	True
BSNHM152-24	38	Nemouridae, Taeniopterygidae, Leuctridae, Elmidae	Leuctridae	Leuctra signifera	[]	0	False
BSNHM144-24	656	Papilionidae, Geometridae, Rhyacophilidae, Muscidae	Rhyacophilidae	Rhyacophila meyeri	[]	0	True
BSNHM043-24	657	Leptoceridae	Leptoceridae	Triaenodes conspersus	[]	0	True
BSNHM106-24	657	Conoesucidae, Nymphalidae, Beraeidae, Odontoceridae, Sericostomatidae, Palaeosetidae	Beraeidae	Beraeodina palpalis	[]	0	True
BSNHM107-24	27	Leptoceridae	Leptoceridae	Athripsodes leucophaeus	[]	0	False
BSNHM107-24	657	Leptoceridae	Leptoceridae	Athripsodes leucophaeus	[]	0	True
BSNHM095-24	90	Erebidae, Noctuidae, Nymphalidae, Rhyacophilidae	Rhyacophilidae	Rhyacophila pallida	[]	0	False
BSNHM095-24	50	Sarcophagidae, Nymphalidae, Hesperiidae, Rhyacophilidae, Culicidae, Syrphidae	Rhyacophilidae	Rhyacophila pallida	[]	0	False
BSNHM042-24	161	Leptoceridae	Leptoceridae	Athripsodes cuneorum	[]	0	False
BSNHM085-24	656	Goeridae, Uenoidae, Limnephilidae, Phryganeidae	Goeridae	Silo rufescens	[]	0	True
BSNHM021-24	656	Limnephilidae	Limnephilidae	Potamophylax millenii	[]	0	True
BSNHM136-24	324	Psychomyiidae	Psychomyiidae	Psychomyia ctenophora	[]	0	False
BSNHM074-24	301	Goeridae, Brachycentridae, Phryganeidae, Crambidae	Brachycentridae	Micrasema togatum	[58, 88, 95, 96]	0	False
BSNHM074-24	656	Brachycentridae, Limnephilidae, Lepidostomatidae, Goeridae, Uenoidae	Brachycentridae	Micrasema togatum	[]	0	True
