ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Cimbicidae	BLAST	family	657	1527	Cimbicidae	BGLIB382-23_cns	Cimbex luteus	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Pompilidae	BLAST	family	648	1431	Apidae,Pompilidae,Cosmopterigidae,Nymphidae	BGLIB388-23_cns	Cryptocheilus alternatus	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Pompilidae	BLAST	family	631	1425	Braconidae,Melittidae,Pompilidae	BGLIB393-23_cns	Priocnemis melanosoma	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Pompilidae	BLAST	family	649	1443	Syrphidae,Braconidae,Vespidae,Apidae,Pompilidae,Trichogrammatidae	BGLIB394-23_cns	Priocnemis melanosoma	0
0	4	data/BGE00404_MGE_cox1_insect_universal.fas	None	Siricidae	BLAST	family	657	1383	Siricidae	BGLIB395-23_cns	Tremex magus	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Siricidae	BLAST	family	657	1362	Siricidae	BGLIB396-23_cns	Tremex magus	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Sphecidae	BLAST	family	656	1458	Sphecidae	BGLIB398-23_cns	Podalonia luffi	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Vespidae	BLAST	family	655	1431	Vespidae	BGLIB399-23_cns	Ancistrocerus haematodes antelucanus	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Vespidae	BLAST	family	657	1383	Vespidae	BGLIB400-23_cns	Katamenes sichelii	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Vespidae	BLAST	family	655	1386	Vespidae	BGLIB401-23_cns	Leptochilus eatoni	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1428	Ichneumonidae	BGLIB402-23_cns	Campoplex punctipleuris	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1503	Ichneumonidae	BGLIB403-23_cns	Campoplex punctipleuris	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1488	Ichneumonidae	BGLIB405-23_cns	Campoplex tumidulus	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1500	Ichneumonidae	BGLIB406-23_cns	Casinaria varians	0
2	2	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	655	1374	Ichneumonidae	BGLIB407-23_cns	Cryptus fibulatus	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	656	1440	Ichneumonidae	BGLIB408-23_cns	Cryptus moschator	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1428	Ichneumonidae	BGLIB409-23_cns	Cryptus moschator	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1374	Ichneumonidae	BGLIB410-23_cns	Cremastus bellicosus	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1428	Ichneumonidae	BGLIB411-23_cns	Eucremastus manni	0
0	8	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1416	Ichneumonidae	BGLIB412-23_cns	Cryptopimpla arvicola	0
0	0	data/BGE00404_MGE_cox1_insect_universal.fas	None	Ichneumonidae	BLAST	family	657	1413	Ichneumonidae	BGLIB413-23_cns	Exetastes gracilicornis	0
