ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1515	Cicadellidae	BGENL856-24_cns	Eupteryx filicum	0
0	5	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1413	Cicadellidae	BGENL857-24_cns	Zygina nivea	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1488	Cicadellidae	BGENL858-24_cns	Kybos populi	0
0	1	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1440	Cicadellidae	BGENL859-24_cns	Eurhadina concinna	0
1	14	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	610	1353	Cicadellidae	BGENL861-24_cns	Eupteryx stachydearum	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1488	Cicadellidae	BGENL864-24_cns	Zygina roseipennis	0
2	2	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	569	1167	Cicadellidae,Chrysomelidae,Cerambycidae,Gracillariidae,Prodoxidae	BGENL866-24_cns	Frutioidia bisignata	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1515	Cicadellidae	BGENL867-24_cns	Zyginidia pullula	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	656	1515	Delphacidae	BGENL870-24_cns	Eurysa lineata	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	656	1410	Delphacidae	BGENL871-24_cns	Laodelphax striatella	0
0	18	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	655	1386	Delphacidae,Cixiidae	BGENL872-24_cns	Kelisia guttula	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Delphacidae	BLAST	family	656	1527	Delphacidae	BGENL874-24_cns	Ribautodelphax pungens	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Aphalaridae	BLAST	family	656	1437	Psyllidae,Triozidae,Phacopteronidae,Carsidaridae,Aphalaridae	BGENL875-24_cns	Agonoscena targionii	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Liviidae	BLAST	family	657	1437	Psyllidae,Triozidae,Calophyidae,Carsidaridae,Liviidae	BGENL876-24_cns	Strophingia ericae	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Psyllidae	BLAST	family	656	1425	Psyllidae	BGENL877-24_cns	Psylla fusca	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Psyllidae	BLAST	family	657	1422	Psyllidae	BGENL878-24_cns	Cacopsylla hippophaes	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Psyllidae	BLAST	family	657	1494	Psyllidae	BGENL881-24_cns	Cacopsylla parvipennis	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Anthocoridae	BLAST	family	656	1476	Anthocoridae	BGENL882-24_cns	Acompocoris pygmaeus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Saldidae	BLAST	family	657	1515	Notonectidae,Aphelocheiridae,Saldidae,Nabidae,Pentatomidae	BGENL883-24_cns	Chiloxanthus pilosus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	657	1527	Miridae,Braconidae	BGENL884-24_cns	Lygocoris minor	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	657	1527	Miridae	BGENL886-24_cns	Conostethus griseus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Saldidae	BLAST	family	657	1515	Notonectidae,Aphelocheiridae,Saldidae,Rhopalidae	BGENL887-24_cns	Chartoscirta cocksii	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Anthocoridae	BLAST	family	656	1515	Anthocoridae	BGENL888-24_cns	Acompocoris pygmaeus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Rhyparochromidae	BLAST	family	657	1524	Lygaeidae,Berytidae,Malcidae,Rhyparochromidae,Ninidae,Cymidae,Coreidae	BGENL890-24_cns	Lasiosomus enervis	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Miridae	BLAST	family	656	1527	Miridae,Braconidae	BGENL892-24_cns	Capsodes sulcatus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Pentatomidae	BLAST	family	657	1524	Pentatomidae	BGENL894-24_cns	Dyroderes umbraculatus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Tettigometridae	BLAST	family	655	1512	Flatidae,Issidae,Tettigometridae,Achilidae,Caliscelidae,Ricaniidae	BGENL896-24_cns	Tettigometra leucophaea	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1515	Cicadellidae	BGENL897-24_cns	Allygidius commutatus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1527	Cicadellidae	BGENL899-24_cns	Arboridia parvula	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	655	1515	Cicadellidae	BGENL902-24_cns	Dikraneura variata	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1524	Cicadellidae	BGENL903-24_cns	Edwardsiana avellanae	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1383	Cicadellidae	BGENL905-24_cns	Edwardsiana gratiosa	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1515	Cicadellidae	BGENL906-24_cns	Edwardsiana platanicola	0
2	8	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1401	Cicadellidae	BGENL907-24_cns	Edwardsiana prunicola	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1524	Cicadellidae	BGENL908-24_cns	Edwardsiana salicicola	0
0	5	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Coreidae	BLAST	family	657	1518	Rhopalidae,Alydidae,Coreidae	BGENL909-24_cns	Arenocoris waltlii	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Rhyparochromidae	BLAST	family	657	1515	Pentatomidae,Lygaeidae,Malcidae,Rhyparochromidae,Cymidae	BGENL911-24_cns	Taphropeltus hamulatus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1515	Cicadellidae	BGENL912-24_cns	Edwardsiana tersa	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1515	Cicadellidae	BGENL913-24_cns	Macrosteles cyane	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	524	1239	Cicadellidae,Scarabaeidae	BGENL916-24_cns	Eupteryx austriaca	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1374	Cicadellidae	BGENL917-24_cns	Eurhadina kirschbaumi	0
5	5	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	649	1494	Cicadellidae,Culicidae	BGENL919-24_cns	Eupteryx stachydearum	0
0	2	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1425	Cicadellidae	BGENL920-24_cns	Eupteryx signatipennis	0
4	13	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	596	1317	Cicadellidae,Phoridae	BGENL921-24_cns	Eupteryx cyclops	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1524	Cicadellidae	BGENL923-24_cns	Fagocyba carri	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1524	Cicadellidae	BGENL924-24_cns	Forcipata forcipata	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	655	1437	Cicadellidae	BGENL925-24_cns	Hephathus nanus	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	657	1371	Cicadellidae	BGENL926-24_cns	Iassus scutellaris	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1515	Cicadellidae	BGENL927-24_cns	Idiocerus herrichii	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1515	Cicadellidae	BGENL928-24_cns	Idiocerus similis	0
0	0	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	655	1440	Cicadellidae	BGENL929-24_cns	Idiocerus vicinus	0
0	7	data/BGE00171_MGE_cox1_insect_universal_swapped.fas	None	Cicadellidae	BLAST	family	656	1527	Cicadellidae	BGENL931-24_cns	Kybos oshanini	0
